timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
159328,18,-45,-59,836,5533,-5860,1745190868652806670
159520,-34,-35,-64,259,5241,-6194,1745190868652806670
159712,-78,-15,-56,356,5388,-6056,1745190868652806670
159904,-86,-6,-51,510,5279,-6045,1745190868652806670
160096,-94,9,-46,683,5502,-5833,1745190868652806670
160288,-69,-7,-33,774,5959,-5746,1745190868652806670
160480,-39,2,-15,892,6122,-5820,1745190868652806670
160672,-23,15,-22,972,5678,-5921,1745190868652806670
160864,-21,16,-47,973,5311,-5978,1745190868652806670
161056,-20,13,-54,1015,5323,-5969,1745190868652806670
161248,-19,-2,-45,1085,5482,-5957,1745190868652806670
161440,-27,-19,-51,1103,5423,-5854,1745190868652806670
161632,-40,-50,-84,1444,5132,-5881,1745190868716021874
161824,-67,-124,-103,1823,4965,-5959,1745190868716021874
162016,-85,-166,-85,1491,5383,-6088,1745190868716021874
162208,-92,-167,-66,975,5861,-6256,1745190868716021874
162400,-91,-142,-63,614,6153,-6502,1745190868716021874
162592,-65,-94,-58,506,6276,-6636,1745190868716021874
162784,-10,-46,-44,444,6454,-6630,1745190868716021874
162976,59,-8,-20,667,6457,-6660,1745190868716021874
163168,134,26,15,975,6651,-6747,1745190868716021874
163360,209,58,55,1139,6819,-6797,1745190868716021874
163552,288,86,90,1099,6848,-6898,1745190868716021874
163744,389,104,96,911,6779,-6914,1745190868716021874
163936,506,131,79,642,6855,-6793,1745190868778819164
164128,644,159,71,279,7128,-6582,1745190868778819164
164320,792,286,136,85,7081,-6102,1745190868778819164
164512,904,377,299,-697,6739,-6183,1745190868778819164
164704,1051,373,231,-1254,6329,-6026,1745190868778819164
164896,1135,459,82,-1417,4704,-6172,1745190868778819164
165088,1265,630,4,-1009,5777,-6255,1745190868778819164
165280,1217,783,-63,-1125,1862,-6727,1745190868778819164
165472,609,983,-260,-1556,-4391,-6799,1745190868778819164
165664,-131,1146,-361,-2018,-7232,-5795,1745190868778819164
165856,-429,992,-135,1105,-2788,-6281,1745190868778819164
166048,-680,699,192,3743,2110,-6356,1745190868778819164
166240,-874,482,319,5725,6985,-6371,1745190868816108563
166432,-833,203,196,6543,10042,-6319,1745190868816108563
166624,-647,-3,6,5971,10679,-6276,1745190868816108563
166816,-404,-106,-132,4198,9336,-6271,1745190868816108563
167008,-195,-165,-155,2183,7046,-6225,1745190868816108563
167200,-66,-180,-105,438,5234,-6151,1745190868816108563
167392,-30,-140,-54,-609,4123,-6019,1745190868816108563
167584,-50,-59,-23,-896,3733,-5956,1745190868816108563
167776,-100,25,13,-480,3900,-5922,1745190868816108563
167968,-144,89,63,411,4379,-5971,1745190868816108563
168160,-163,116,97,1387,5050,-6040,1745190868816108563
168352,-160,109,100,2162,5661,-6054,1745190868816108563
168544,-140,77,81,2567,6051,-6041,1745190868881000471
168736,-109,32,54,2586,6138,-5982,1745190868881000471
168928,-75,-14,27,2238,5996,-5958,1745190868881000471
169120,-40,-47,11,1696,5755,-5942,1745190868881000471
169312,-12,-57,0,1122,5564,-5952,1745190868881000471
169504,9,-45,-2,679,5434,-5976,1745190868881000471
169696,26,-18,2,516,5384,-6039,1745190868881000471
