timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
90400,202,-455,-59,1362,1798,-8187,1745157268901978861
90592,242,-503,-43,870,757,-8293,1745157268901978861
90784,76,-462,-31,812,831,-8301,1745157268901978861
90976,123,-501,7,812,1096,-8145,1745157268901978861
91168,125,-532,47,966,1208,-8206,1745157268901978861
91360,145,-555,75,1075,1283,-8157,1745157268901978861
91552,163,-585,89,886,1368,-8035,1745157268901978861
91744,180,-589,92,437,1434,-7994,1745157268901978861
91936,221,-558,81,-78,1409,-8009,1745157268901978861
92128,251,-513,65,-610,1407,-8023,1745157268901978861
92320,277,-425,43,-1053,1345,-8086,1745157268901978861
92512,299,-321,19,-1327,1206,-8180,1745157268901978861
92704,302,-193,-1,-1367,946,-8275,1745157268958279440
92896,300,-48,9,-1243,752,-8428,1745157268958279440
93088,290,82,43,-1005,618,-8532,1745157268958279440
93280,280,189,72,-670,606,-8664,1745157268958279440
93472,269,269,85,-313,569,-8841,1745157268958279440
93664,244,314,82,-39,482,-8954,1745157268958279440
93856,209,343,63,145,448,-8989,1745157268958279440
94048,168,363,39,262,405,-8994,1745157268958279440
94240,124,375,22,312,306,-8910,1745157268958279440
94432,81,393,22,284,175,-8822,1745157268958279440
94624,39,411,29,240,161,-8768,1745157268958279440
94816,0,422,29,303,188,-8656,1745157268958279440
95008,-37,419,25,482,270,-8553,1745157269014939340
95200,-66,395,21,744,423,-8480,1745157269014939340
95392,-83,359,18,964,672,-8304,1745157269014939340
95584,-82,327,11,1106,948,-8177,1745157269014939340
95776,-67,292,7,1193,1127,-8063,1745157269014939340
95968,-46,258,4,1158,1186,-7922,1745157269014939340
96160,-101,214,-10,915,-427,-7838,1745157269014939340
96352,-200,251,-71,963,536,-8131,1745157269014939340
96544,-31,157,-57,1143,2565,-7355,1745157269014939340
96736,173,128,31,997,3364,-7605,1745157269014939340
96928,294,150,80,765,2623,-7665,1745157269014939340
97120,334,146,50,769,1761,-7614,1745157269014939340
