timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
321760,232,-92,11,-616,1584,-7724,1745139198061555017
321952,559,-222,23,-587,956,-7536,1745139198061555017
322144,136,-69,15,-409,1358,-7631,1745139198061555017
322336,209,-91,13,-729,1233,-7740,1745139198061555017
322528,192,-94,6,-751,844,-7926,1745139198061555017
322720,194,-66,-2,-762,672,-8033,1745139198061555017
322912,191,-76,8,-721,690,-8253,1745139198061555017
323104,174,-56,21,-658,729,-8452,1745139198061555017
323296,166,-34,24,-545,511,-8637,1745139198061555017
323488,106,-34,21,-506,305,-8765,1745139198061555017
323680,44,-6,21,-525,372,-8915,1745139198061555017
323872,-11,19,21,-416,465,-9107,1745139198061555017
324064,-80,39,20,-312,498,-9266,1745139198118340644
324256,-136,74,18,-313,694,-9393,1745139198118340644
324448,-174,102,18,-198,976,-9433,1745139198118340644
324640,-193,119,19,73,1328,-9347,1745139198118340644
324832,-184,133,25,147,1732,-9184,1745139198118340644
325024,-157,133,33,304,2004,-8968,1745139198118340644
325216,-107,131,41,245,2191,-8724,1745139198118340644
325408,-151,191,40,-341,1342,-9387,1745139198118340644
325600,-145,230,53,54,2756,-7447,1745139198118340644
325792,62,227,13,420,1854,-9252,1745139198118340644
325984,20,414,-157,-351,2204,-8858,1745139198118340644
326176,-107,368,-84,-942,-896,-5724,1745139198118340644
326368,-68,235,0,-258,-379,-7578,1745139198177925569
326560,-142,193,48,-79,422,-7429,1745139198177925569
326752,-198,172,49,-161,1125,-7395,1745139198177925569
326944,-188,173,10,-264,1459,-7455,1745139198177925569
327136,-127,139,-23,-453,1498,-7526,1745139198177925569
327328,-60,127,-41,-592,1344,-7587,1745139198177925569
327520,-18,123,-45,-688,1118,-7618,1745139198177925569
327712,7,111,-47,-705,870,-7644,1745139198177925569
327904,15,110,-51,-676,749,-7677,1745139198177925569
328096,10,103,-54,-634,682,-7691,1745139198177925569
328288,5,97,-57,-609,674,-7700,1745139198177925569
328480,0,99,-58,-586,709,-7743,1745139198177925569
328672,0,92,-60,-570,762,-7770,1745139198237174142
328864,6,89,-65,-558,821,-7790,1745139198237174142
329056,10,85,-68,-506,841,-7786,1745139198237174142
329248,15,78,-70,-472,865,-7784,1745139198237174142
329440,17,75,-71,-442,907,-7813,1745139198237174142
329632,15,73,-71,-409,954,-7848,1745139198237174142
329824,14,71,-72,-363,1008,-7885,1745139198237174142
330016,14,69,-75,-324,1096,-7942,1745139198237174142
330208,15,65,-79,-296,1122,-7983,1745139198237174142
330400,18,60,-81,-267,1139,-8008,1745139198237174142
330592,19,58,-82,-227,1104,-8037,1745139198237174142
330784,19,55,-80,-217,1081,-8049,1745139198237174142
330976,16,52,-79,-181,1083,-8056,1745139198292962435
331168,10,49,-78,-147,1059,-8056,1745139198292962435
331360,5,47,-77,-145,1086,-8047,1745139198292962435
331552,-1,46,-77,-139,1111,-8058,1745139198292962435
331744,-5,44,-77,-156,1148,-8069,1745139198292962435
331936,-6,42,-77,-159,1162,-8070,1745139198292962435
332128,-5,39,-77,-162,1174,-8080,1745139198292962435
332320,-3,38,-76,-162,1140,-8086,1745139198292962435
332512,-1,36,-72,-184,1127,-8106,1745139198292962435
332704,0,35,-70,-190,1120,-8092,1745139198292962435
332896,1,33,-66,-200,1091,-8091,1745139198292962435
333088,2,30,-62,-225,1076,-8066,1745139198292962435
333280,1,30,-57,-223,1056,-8053,1745139198353298290
333472,0,29,-51,-239,1069,-8018,1745139198353298290
333664,-2,28,-47,-270,1051,-8012,1745139198353298290
333856,-5,27,-43,-284,1044,-8012,1745139198353298290
334048,-7,26,-39,-308,1036,-8006,1745139198353298290
