timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
201184,65,-13,-16,214,1038,-7220,1745143816951318691
201376,116,-127,-14,-192,1125,-8333,1745143816951318691
201568,183,-154,-4,-313,1289,-8057,1745143816951318691
201760,152,-100,4,-327,1146,-8350,1745143816951318691
201952,149,-114,0,-356,1035,-8492,1745143816951318691
202144,126,-88,-3,-374,1061,-8612,1745143816951318691
202336,112,-47,-3,-360,1092,-8754,1745143816951318691
202528,101,-37,-2,-338,1065,-8818,1745143816951318691
202720,57,-9,-1,-227,994,-8735,1745143816951318691
202912,20,1,2,-107,976,-8595,1745143816951318691
203104,-14,4,12,-162,1005,-8553,1745143816951318691
203296,-48,38,19,-348,955,-8567,1745143816951318691
203488,-69,71,15,-462,905,-8559,1745143817008190359
203680,-92,106,4,-460,946,-8558,1745143817008190359
203872,-111,151,-2,-442,1017,-8628,1745143817008190359
204064,-185,186,-2,-529,456,-8164,1745143817008190359
204256,-330,263,-2,-385,1717,-8990,1745143817008190359
204448,-104,242,26,-260,2022,-7593,1745143817008190359
204640,-74,248,21,-71,1662,-8226,1745143817008190359
204832,-110,238,-8,394,927,-8142,1745143817008190359
205024,-125,342,-29,978,877,-9111,1745143817008190359
205216,-432,519,-116,106,-1251,-5338,1745143817008190359
205408,-368,132,-192,270,241,-6951,1745143817008190359
205600,-312,33,-83,-184,1198,-7295,1745143817008190359
205792,-254,39,-35,-409,1950,-7344,1745143817067410079
205984,-169,33,-27,-347,2198,-7466,1745143817067410079
206176,-68,47,-54,-232,2145,-7714,1745143817067410079
206368,17,45,-84,-72,1884,-7903,1745143817067410079
206560,60,42,-92,27,1575,-8079,1745143817067410079
206752,61,24,-78,61,1333,-8132,1745143817067410079
206944,43,10,-53,-16,1243,-8134,1745143817067410079
207136,21,0,-29,-128,1241,-8090,1745143817067410079
207328,4,-2,-16,-205,1260,-8082,1745143817067410079
207520,-6,2,-14,-224,1265,-8039,1745143817067410079
207712,-10,7,-18,-196,1242,-8017,1745143817067410079
207904,-14,9,-22,-118,1192,-7999,1745143817067410079
208096,-18,9,-23,-44,1192,-7993,1745143817126317353
208288,-27,4,-20,28,1215,-7979,1745143817126317353
208480,-36,0,-16,46,1250,-7985,1745143817126317353
208672,-41,-7,-15,42,1309,-7983,1745143817126317353
208864,-45,-13,-16,34,1327,-7987,1745143817126317353
209056,-48,-18,-16,38,1345,-7989,1745143817126317353
209248,-50,-23,-15,10,1351,-7973,1745143817126317353
209440,-52,-27,-12,-12,1354,-7964,1745143817126317353
209632,-54,-33,-11,-37,1351,-7942,1745143817126317353
209824,-55,-37,-9,-77,1336,-7948,1745143817126317353
210016,-55,-41,-10,-97,1322,-7934,1745143817126317353
210208,-55,-45,-10,-124,1309,-7942,1745143817126317353
210400,-56,-47,-10,-142,1309,-7948,1745143817183217771
210592,-58,-47,-12,-148,1286,-7953,1745143817183217771
210784,-61,-48,-13,-154,1283,-7976,1745143817183217771
210976,-61,-48,-13,-150,1280,-7979,1745143817183217771
211168,-60,-48,-14,-155,1300,-7987,1745143817183217771
211360,-58,-48,-15,-134,1292,-8012,1745143817183217771
211552,-59,-48,-15,-152,1286,-8005,1745143817183217771
211744,-58,-48,-16,-150,1301,-7989,1745143817183217771
211936,-59,-48,-16,-145,1295,-8007,1745143817183217771
212128,-62,-49,-16,-162,1317,-8000,1745143817183217771
212320,-62,-49,-14,-159,1311,-7971,1745143817183217771
212512,-63,-50,-15,-173,1309,-7976,1745143817183217771
212704,-65,-49,-17,-175,1301,-7973,1745143817241059430
212896,-65,-49,-20,-177,1339,-7979,1745143817241059430
213088,-64,-48,-25,-185,1346,-7985,1745143817241059430
213280,-65,-49,-29,-200,1337,-7988,1745143817241059430
213472,-66,-51,-33,-203,1351,-7991,1745143817241059430
213664,-68,-52,-36,-191,1338,-7965,1745143817241059430
213856,-70,-52,-39,-218,1342,-7971,1745143817241059430
214048,-70,-51,-41,-241,1347,-7981,1745143817241059430
214240,-67,-49,-43,-234,1370,-7977,1745143817241059430
214432,-63,-48,-45,-234,1381,-7979,1745143817241059430
214624,-58,-46,-47,-230,1389,-7970,1745143817241059430
214816,-53,-45,-49,-216,1399,-7974,1745143817241059430
215008,-49,-43,-52,-215,1390,-7978,1745143817301539346
215200,-45,-42,-53,-204,1395,-7992,1745143817301539346
215392,-41,-41,-54,-213,1386,-8012,1745143817301539346
215584,-39,-40,-55,-192,1372,-8025,1745143817301539346
215776,-37,-38,-57,-204,1351,-8040,1745143817301539346
215968,-35,-36,-59,-213,1359,-8043,1745143817301539346
216160,-35,-33,-59,-193,1365,-8042,1745143817301539346
216352,-38,-31,-60,-184,1379,-8052,1745143817301539346
216544,-40,-31,-61,-201,1372,-8041,1745143817301539346
216736,-42,-31,-62,-200,1384,-8036,1745143817301539346
216928,-44,-30,-64,-193,1389,-8033,1745143817301539346
217120,-42,-30,-65,-178,1391,-8013,1745143817301539346
217312,-42,-28,-66,-192,1390,-7990,1745143817359967354
217504,-44,-28,-68,-188,1397,-7945,1745143817359967354
217696,-45,-29,-67,-182,1405,-7865,1745143817359967354
217888,-48,-31,-65,-159,1378,-7881,1745143817359967354
218080,-51,-30,-64,-180,1396,-7965,1745143817359967354
218272,-51,-28,-65,-219,1448,-8009,1745143817359967354
218464,-47,-25,-65,-254,1500,-8022,1745143817359967354
218656,-37,-23,-65,-279,1534,-8054,1745143817359967354
218848,-27,-20,-65,-263,1511,-8099,1745143817359967354
219040,-19,-16,-66,-227,1468,-8132,1745143817359967354
219232,-17,-14,-65,-213,1431,-8140,1745143817359967354
219424,-17,-12,-61,-227,1429,-8132,1745143817359967354
219616,-19,-11,-57,-206,1425,-8110,1745143817417068968
219808,-21,-10,-55,-199,1423,-8087,1745143817417068968
220000,-24,-10,-54,-213,1431,-8080,1745143817417068968
220192,-27,-10,-53,-227,1425,-8042,1745143817417068968
220384,-27,-11,-53,-237,1417,-8016,1745143817417068968
220576,-25,-11,-53,-239,1405,-7989,1745143817417068968
220768,-24,-12,-51,-238,1374,-7969,1745143817417068968
220960,-24,-11,-48,-250,1361,-7950,1745143817417068968
221152,-25,-11,-44,-232,1361,-7930,1745143817417068968
221344,-27,-12,-40,-263,1407,-7916,1745143817417068968
221536,-29,-12,-36,-259,1468,-7897,1745143817417068968
221728,-30,-13,-34,-262,1520,-7905,1745143817417068968
221920,-27,-14,-31,-274,1557,-7930,1745143817476902588
222112,-20,-15,-31,-278,1589,-7965,1745143817476902588
222304,-13,-16,-30,-287,1580,-8007,1745143817476902588
222496,-7,-17,-30,-291,1557,-8036,1745143817476902588
222688,-5,-17,-28,-279,1529,-8026,1745143817476902588
222880,-2,-18,-22,-266,1496,-8031,1745143817476902588
223072,-4,-16,-14,-241,1466,-8029,1745143817476902588
223264,-6,-16,-8,-213,1447,-8025,1745143817476902588
223456,-8,-18,-6,-191,1423,-8006,1745143817476902588
223648,-8,-20,-4,-156,1414,-7999,1745143817476902588
223840,-8,-21,-3,-165,1398,-7992,1745143817476902588
224032,-9,-23,-2,-156,1383,-7996,1745143817476902588
224224,-10,-26,0,-167,1368,-7993,1745143817534103368
224416,-11,-27,2,-178,1360,-8006,1745143817534103368
224608,-14,-30,4,-195,1367,-8007,1745143817534103368
224800,-19,-32,6,-233,1386,-8012,1745143817534103368
224992,-23,-33,7,-254,1427,-7988,1745143817534103368
225184,-24,-33,7,-269,1435,-7970,1745143817534103368
225376,-24,-33,7,-267,1464,-7959,1745143817534103368
225568,-23,-32,7,-266,1469,-7961,1745143817534103368
225760,-24,-33,7,-287,1478,-7950,1745143817534103368
225952,-23,-32,8,-279,1465,-7955,1745143817534103368
226144,-19,-31,12,-290,1486,-7954,1745143817534103368
226336,-15,-29,16,-295,1488,-7961,1745143817534103368
226528,-11,-28,19,-292,1489,-7997,1745143817593291837
226720,-7,-27,21,-298,1490,-8013,1745143817593291837
226912,-2,-26,22,-295,1461,-8031,1745143817593291837
227104,0,-24,22,-294,1468,-8059,1745143817593291837
227296,3,-21,23,-302,1448,-8062,1745143817593291837
227488,5,-19,25,-294,1430,-8080,1745143817593291837
227680,5,-16,27,-294,1430,-8076,1745143817593291837
227872,4,-14,29,-284,1417,-8074,1745143817593291837
228064,1,-11,30,-288,1391,-8057,1745143817593291837
