timestamp,emg0,emg1,emg2,emg3,pkt_time_ns
7270391,493,266,1462,2004,1745203091909341760
7271391,372,202,1605,2041,1745203091909341760
7272391,284,156,1765,2065,1745203091909341760
7273391,220,120,1922,2044,1745203091909341760
7274391,172,94,2067,1990,1745203091972024104
7275391,136,76,2184,1931,1745203091972024104
7276391,108,62,2255,1881,1745203091972024104
7277392,88,53,2293,1838,1745203091972024104
7278392,72,45,2301,1810,1745203091972024104
7279392,61,40,2292,1793,1745203091972024104
7280392,52,36,2277,1793,1745203091972024104
7281392,46,33,2268,1800,1745203091972024104
7282392,41,37,2262,1810,1745203091972024104
7283392,72,80,2262,1826,1745203091972024104
7284394,281,155,2270,1842,1745203091972024104
7285392,588,252,2286,1862,1745203091972024104
7286392,930,350,2299,1898,1745203091972024104
7287392,1212,430,2301,1938,1745203091972024104
7288392,1382,481,2266,1988,1745203091972024104
7289393,1427,498,2192,2022,1745203091972024104
7290393,1341,488,2089,2034,1745203091972024104
7291393,1154,451,1974,2029,1745203091972024104
7292393,894,388,1871,2017,1745203091972024104
7293393,680,310,1770,2011,1745203091972024104
7294393,522,237,1670,2022,1745203091972024104
7295393,413,181,1579,2040,1745203091972024104
7296393,321,142,1520,2042,1745203091972024104
7297393,254,112,1483,2038,1745203091972024104
7298393,201,90,1467,2042,1745203091972024104
7299393,161,74,1461,2064,1745203091972024104
7300393,129,61,1445,2131,1745203091972024104
7301394,106,64,1406,2249,1745203091972024104
7302394,86,110,1362,2360,1745203091972024104
7303394,142,197,1333,2432,1745203091972024104
7304394,323,309,1356,2466,1745203091972024104
7305394,554,422,1442,2475,1745203091972024104
7306394,787,513,1566,2460,1745203091972024104
7307394,970,588,1708,2422,1745203091972024104
7308394,1067,631,1833,2370,1745203091972024104
7309394,1059,640,1932,2320,1745203091972024104
7310394,946,621,1996,2273,1745203091972024104
7311394,761,585,2026,2228,1745203091972024104
7312395,571,540,2033,2187,1745203091972024104
7313395,444,504,2026,2149,1745203091972024104
7314395,341,466,2002,2122,1745203091972024104
7315395,266,443,1964,2089,1745203091972024104
7316395,209,441,1932,2025,1745203091972024104
7317395,165,466,1924,1939,1745203091972024104
7318395,132,523,1933,1859,1745203091972024104
7319395,105,628,1955,1803,1745203091972024104
7320395,86,745,1994,1778,1745203091972024104
7321395,73,864,2029,1794,1745203091972024104
7322395,129,1004,2058,1828,1745203091972024104
7323395,324,1169,2074,1859,1745203091972024104
7324396,603,1346,2062,1891,1745203091972024104
7325396,912,1506,2027,1920,1745203091972024104
7326396,1182,1632,1984,1953,1745203091972024104
7327396,1366,1729,1947,1964,1745203091972024104
7328396,1437,1776,1921,1971,1745203091972024104
7329396,1380,1770,1900,1974,1745203091972024104
7330396,1221,1716,1887,1976,1745203091972024104
7331396,1006,1624,1877,1980,1745203091972024104
7332396,769,1508,1874,1993,1745203092040956755
7333396,589,1380,1885,2002,1745203092040956755
7334396,464,1282,1898,2001,1745203092040956755
7335396,361,1218,1901,1981,1745203092040956755
7336396,282,1174,1887,1955,1745203092040956755
7337397,222,1139,1865,1908,1745203092040956755
7338397,177,1110,1849,1856,1745203092040956755
7339397,142,1088,1830,1817,1745203092040956755
7340397,152,1070,1812,1800,1745203092040956755
7341397,260,1071,1799,1832,1745203092040956755
7342397,484,1090,1791,1899,1745203092040956755
7343397,797,1126,1791,1946,1745203092040956755
7344397,1188,1180,1798,1965,1745203092040956755
7345397,1593,1233,1811,1985,1745203092040956755
7346397,1979,1274,1805,2025,1745203092040956755
7347397,2290,1285,1801,2104,1745203092040956755
7348397,2482,1250,1787,2188,1745203092040956755
7349398,2533,1158,1780,2260,1745203092040956755
7350398,2449,1031,1789,2304,1745203092040956755
7351398,2269,896,1810,2301,1745203092040956755
7352398,2018,765,1833,2266,1745203092040956755
7353398,1742,642,1860,2203,1745203092040956755
7354398,1474,538,1881,2126,1745203092040956755
7355398,1220,458,1882,2037,1745203092040956755
7356398,1000,395,1869,1947,1745203092040956755
7357398,816,392,1850,1883,1745203092040956755
7358398,667,454,1835,1865,1745203092040956755
7359398,556,541,1828,1864,1745203092040956755
7360398,488,627,1832,1857,1745203092040956755
7361399,450,701,1836,1847,1745203092040956755
7362399,483,778,1839,1856,1745203092040956755
7363399,594,866,1845,1873,1745203092040956755
7364399,767,960,1857,1896,1745203092040956755
7365399,939,1046,1872,1921,1745203092040956755
7366399,1061,1113,1890,1947,1745203092040956755
7367399,1105,1153,1912,1979,1745203092040956755
7368399,1042,1160,1932,2008,1745203092040956755
7369399,878,1126,1948,2026,1745203092040956755
7370399,668,1053,1957,2029,1745203092040956755
7371399,511,945,1958,2023,1745203092040956755
7372399,398,818,1955,2031,1745203092040956755
7373400,314,695,1945,2058,1745203092040956755
7374400,250,582,1927,2097,1745203092040956755
7375400,202,490,1905,2154,1745203092040956755
7376400,163,398,1888,2220,1745203092040956755
7377400,145,322,1866,2282,1745203092040956755
7378400,109,266,1848,2326,1745203092040956755
7379400,90,234,1828,2349,1745203092040956755
7380400,76,227,1810,2361,1745203092040956755
7381400,65,246,1798,2361,1745203092040956755
7382400,56,299,1788,2357,1745203092040956755
7383400,49,387,1784,2354,1745203092040956755
7384400,44,496,1784,2344,1745203092040956755
7385401,76,587,1790,2319,1745203092040956755
7386401,182,663,1800,2292,1745203092040956755
7387401,325,713,1811,2269,1745203092040956755
7388401,429,736,1818,2251,1745203092040956755
7389401,424,740,1824,2234,1745203092040956755
7390401,321,728,1828,2220,1745203092087057949
7391401,241,705,1820,2203,1745203092087057949
7392401,184,669,1811,2185,1745203092087057949
7393401,143,620,1799,2164,1745203092087057949
7394401,112,563,1782,2150,1745203092087057949
7395401,90,510,1769,2139,1745203092087057949
7396401,73,436,1752,2133,1745203092087057949
7397402,60,360,1735,2134,1745203092087057949
7398402,52,293,1718,2142,1745203092087057949
7399402,45,248,1706,2156,1745203092087057949
7400402,41,227,1697,2166,1745203092087057949
7401402,36,234,1693,2168,1745203092087057949
7402402,33,274,1693,2170,1745203092087057949
7403402,32,349,1699,2191,1745203092087057949
7404402,73,445,1711,2240,1745203092087057949
7405402,207,537,1730,2306,1745203092087057949
7406402,376,629,1753,2365,1745203092087057949
7407402,512,701,1776,2398,1745203092087057949
7408402,584,747,1792,2410,1745203092087057949
7409403,562,759,1805,2418,1745203092087057949
7410403,465,746,1814,2424,1745203092087057949
7411403,347,713,1820,2418,1745203092087057949
7412403,264,668,1820,2408,1745203092087057949
7413403,203,620,1821,2391,1745203092087057949
7414403,157,580,1821,2374,1745203092087057949
7415403,123,556,1822,2354,1745203092087057949
7416403,97,552,1822,2334,1745203092087057949
7417403,80,565,1821,2313,1745203092087057949
7418403,66,593,1821,2291,1745203092087057949
7419403,56,635,1820,2269,1745203092087057949
7420403,48,686,1819,2248,1745203092087057949
7421404,100,749,1816,2222,1745203092087057949
7422404,274,827,1814,2208,1745203092087057949
7423404,546,923,1818,2194,1745203092087057949
7424405,893,1029,1822,2184,1745203092087057949
7425404,1250,1134,1828,2176,1745203092087057949
7426404,1579,1232,1835,2170,1745203092087057949
7427404,1858,1313,1841,2165,1745203092087057949
7428404,2051,1373,1852,2160,1745203092087057949
7429404,2136,1410,1860,2149,1745203092087057949
7430404,2114,1423,1865,2133,1745203092087057949
7431404,2004,1418,1864,2112,1745203092087057949
7432404,1828,1398,1853,2094,1745203092087057949
7433405,1612,1370,1834,2073,1745203092087057949
7434405,1401,1339,1810,2048,1745203092087057949
7435405,1208,1315,1784,2022,1745203092087057949
7436405,1054,1301,1758,2010,1745203092087057949
7437405,947,1302,1741,2008,1745203092087057949
7438405,886,1316,1733,2013,1745203092087057949
7439405,866,1336,1739,2019,1745203092087057949
7440405,881,1364,1753,2025,1745203092087057949
7441405,940,1400,1778,2025,1745203092087057949
