timestamp,emg0,emg1,emg2,emg3,pkt_time_ns
7369356,1428,1944,2069,2171,1745203219140587533
7370351,1456,1955,2058,2154,1745203219140587533
7371351,1535,1981,2050,2124,1745203219140587533
7372353,1668,2021,2032,2089,1745203219140587533
7373351,1842,2075,2018,2057,1745203219140587533
7374351,2009,2124,2012,2032,1745203219140587533
7375351,2154,2162,2012,2019,1745203219140587533
7376351,2251,2186,2017,2018,1745203219140587533
7377351,2291,2182,2032,2029,1745203219140587533
7378352,2266,2165,2051,2051,1745203219140587533
7379351,2180,2131,2069,2076,1745203219140587533
7380352,2053,2084,2086,2107,1745203219140587533
7381352,1889,2030,2107,2141,1745203219140587533
7382352,1706,1974,2125,2173,1745203219140587533
7383352,1530,1922,2137,2198,1745203219140587533
7384352,1373,1881,2144,2212,1745203219140587533
7385352,1265,1850,2142,2216,1745203219140587533
7386352,1200,1832,2133,2208,1745203219140587533
7387352,1178,1822,2117,2193,1745203219140587533
7388352,1197,1817,2102,2172,1745203219140587533
7389352,1252,1824,2083,2147,1745203219140587533
7390352,1348,1840,2064,2115,1745203219140587533
7391353,1497,1874,2040,2076,1745203219140587533
7392353,1685,1921,2018,2036,1745203219140587533
7393353,1903,1970,2002,2003,1745203219140587533
7394353,2106,2010,1995,1985,1745203219140587533
7395353,2262,2035,1995,1978,1745203219140587533
7396353,2357,2048,2001,1988,1745203219140587533
7397353,2380,2035,2017,2010,1745203219140587533
7398353,2328,2007,2034,2040,1745203219140587533
7399353,2214,1965,2057,2076,1745203219140587533
7400353,2058,1911,2076,2115,1745203219140587533
7401353,1867,1849,2093,2157,1745203219140587533
7402353,1658,1787,2106,2195,1745203219140587533
7403354,1461,1732,2114,2226,1745203219140587533
7404354,1283,1690,2110,2246,1745203219140587533
7405354,1148,1656,2102,2254,1745203219140587533
7406354,1065,1637,2088,2250,1745203219140587533
7407354,1025,1627,2070,2237,1745203219140587533
7408354,1025,1628,2054,2219,1745203219140587533
7409354,1062,1638,2037,2197,1745203219140587533
7410354,1142,1664,2022,2163,1745203219140587533
7411354,1279,1706,2004,2123,1745203219140587533
7412354,1464,1761,1988,2080,1745203219140587533
7413354,1661,1820,1978,2042,1745203219140587533
7414354,1854,1872,1974,2020,1745203219140587533
7415354,2007,1910,1979,2011,1745203219140587533
7416355,2102,1931,1990,2018,1745203219140587533
7417355,2126,1930,2008,2036,1745203219140587533
7418355,2078,1908,2030,2064,1745203219140587533
7419355,1972,1873,2054,2097,1745203219140587533
7420355,1827,1826,2077,2131,1745203219140587533
7421355,1651,1771,2099,2167,1745203219140587533
7422355,1465,1712,2116,2201,1745203219140587533
7423355,1272,1653,2131,2226,1745203219140587533
7424355,1102,1608,2134,2249,1745203219140587533
7425355,974,1577,2130,2244,1745203219140587533
7426355,899,1561,2122,2237,1745203219140587533
7427355,869,1557,2108,2224,1745203219196802228
7428356,883,1568,2092,2206,1745203219196802228
7429356,936,1589,2076,2181,1745203219196802228
7430356,1032,1626,2057,2147,1745203219196802228
7431356,1185,1678,2036,2102,1745203219196802228
7432356,1385,1746,2017,2059,1745203219196802228
7433356,1603,1818,2005,2019,1745203219196802228
7434356,1817,1883,1997,1993,1745203219196802228
7435356,1992,1936,1998,1982,1745203219196802228
7436356,2114,1971,2004,1986,1745203219196802228
7437356,2168,1986,2014,2002,1745203219196802228
7438356,2153,1981,2029,2028,1745203219196802228
7439357,2072,1958,2044,2058,1745203219196802228
7440357,1957,1928,2060,2090,1745203219196802228
7441357,1802,1885,2075,2128,1745203219196802228
7442357,1626,1837,2086,2162,1745203219196802228
7443357,1460,1791,2109,2185,1745203219196802228
7444357,1302,1756,2098,2198,1745203219196802228
7445357,1192,1734,2096,2203,1745203219196802228
7446357,1128,1722,2090,2196,1745203219196802228
7447357,1110,1729,2078,2184,1745203219196802228
7448357,1139,1748,2066,2161,1745203219196802228
7449357,1204,1777,2052,2133,1745203219196802228
7450357,1309,1819,2034,2096,1745203219196802228
7451357,1469,1868,2009,2052,1745203219196802228
7452358,1667,1942,1991,2009,1745203219196802228
7453358,1893,2014,1975,1973,1745203219196802228
7454358,2108,2079,1965,1952,1745203219196802228
7455358,2279,2128,1964,1942,1745203219196802228
7456358,2392,2157,1972,1945,1745203219196802228
7457358,2436,2169,1985,1964,1745203219196802228
7458358,2406,2158,2000,1992,1745203219196802228
7459358,2314,2129,2017,2027,1745203219196802228
7460358,2178,2087,2035,2066,1745203219196802228
7461358,2002,2028,2053,2105,1745203219196802228
7462358,1808,1963,2068,2140,1745203219196802228
7463358,1614,1897,2077,2169,1745203219196802228
7464359,1455,1840,2080,2185,1745203219196802228
7465359,1327,1800,2078,2193,1745203219196802228
