timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns,series_id
37600,187,-64,21,2427,1523,-7965,1745152644112332885,0
37792,210,-119,14,1607,446,-8132,1745152644112332885,0
37984,128,-151,-16,1776,1178,-8298,1745152644112332885,0
38176,130,-170,-14,1460,1192,-8017,1745152644112332885,0
38368,162,-123,-8,1325,1185,-8238,1745152644112332885,0
38560,159,-121,0,1320,1144,-8281,1745152644112332885,0
38752,152,-89,10,1333,1113,-8296,1745152644112332885,0
38944,160,-62,22,1353,1085,-8267,1745152644112332885,0
39136,154,-57,35,1476,1040,-8172,1745152644112332885,0
39328,164,-51,45,1651,1026,-8117,1745152644112332885,0
39520,178,-74,58,1817,1107,-7990,1745152644112332885,0
39712,202,-119,74,1873,1325,-7817,1745152644112332885,0
39904,250,-152,90,1796,1545,-7665,1745152644170242824,0
40096,308,-182,98,1630,1615,-7561,1745152644170242824,0
40288,371,-197,93,1480,1531,-7536,1745152644170242824,0
40480,419,-195,77,1312,1220,-7565,1745152644170242824,0
40672,436,-187,53,1157,932,-7646,1745152644170242824,0
40864,450,-159,34,994,717,-7776,1745152644170242824,0
41056,452,-121,27,884,469,-7903,1745152644170242824,0
41248,440,-72,23,810,180,-8133,1745152644170242824,0
41440,410,-4,17,703,54,-8332,1745152644170242824,0
41632,369,77,10,582,34,-8476,1745152644170242824,0
41824,336,169,4,469,176,-8650,1745152644170242824,0
42016,318,271,-4,396,349,-8819,1745152644170242824,0
42208,297,377,-18,316,324,-8925,1745152644224647015,0
42400,272,474,-38,574,249,-7825,1745152644224647015,0
42592,236,564,-55,290,-604,-10429,1745152644224647015,0
42784,280,628,-39,980,1400,-8248,1745152644224647015,0
42976,483,600,0,1327,2019,-7934,1745152644224647015,0
43168,369,609,72,2078,421,-8474,1745152644224647015,0
43360,3,474,65,4409,-2599,-8601,1745152644224647015,0
43552,-561,214,-2,5201,-3435,-7320,1745152644224647015,0
43744,-659,-47,21,4675,-2059,-7424,1745152644224647015,0
43936,-816,-264,65,3657,-854,-7340,1745152644224647015,0
44128,-833,-334,76,2789,620,-7462,1745152644224647015,0
44320,-811,-320,24,1868,1774,-7345,1745152644224647015,0
44512,-693,-314,-67,1134,2582,-7299,1745152644285509480,0
44704,-538,-263,-153,550,3021,-7224,1745152644285509480,0
44896,-353,-191,-195,175,3214,-7189,1745152644285509480,0
45088,-141,-105,-177,13,2993,-7224,1745152644285509480,0
45280,62,-3,-115,182,2501,-7377,1745152644285509480,0
45472,208,99,-48,531,1856,-7526,1745152644285509480,0
45664,293,175,-2,987,1209,-7686,1745152644285509480,0
45856,316,210,12,1480,641,-7834,1745152644285509480,0
46048,290,208,6,1894,209,-7962,1745152644285509480,0
46240,231,181,-9,2202,-93,-8060,1745152644285509480,0
46432,156,139,-22,2385,-235,-8119,1745152644285509480,0
46624,78,86,-31,2462,-233,-8172,1745152644285509480,0
46816,3,35,-39,2368,-36,-8202,1745152644343391972,0
47008,-56,-10,-40,2167,222,-8209,1745152644343391972,0
47200,-92,-44,-39,1909,480,-8153,1745152644343391972,0
47392,-97,-64,-43,1676,729,-8069,1745152644343391972,0
47584,-74,-73,-49,1445,901,-7960,1745152644343391972,0
47776,-36,-67,-54,1293,995,-7881,1745152644343391972,0
47968,1,-47,-59,1181,1043,-7826,1745152644343391972,0
48160,29,-17,-67,1195,1018,-7772,1745152644343391972,0
48352,46,14,-75,1250,955,-7752,1745152644343391972,0
48544,60,42,-84,1351,872,-7715,1745152644343391972,0
48736,74,58,-90,1484,801,-7740,1745152644343391972,0
48928,89,63,-90,1618,778,-7762,1745152644343391972,0
49120,100,58,-89,1720,764,-7813,1745152644407283836,0
49312,106,46,-90,1799,765,-7875,1745152644407283836,0
49504,103,30,-93,1833,777,-7916,1745152644407283836,0
49696,99,12,-99,1815,779,-7952,1745152644407283836,0
49888,96,-5,-102,1780,767,-7968,1745152644407283836,0
50080,94,-17,-103,1744,746,-8023,1745152644407283836,0
50272,91,-25,-103,1687,720,-8039,1745152644407283836,0
50464,80,-27,-105,1635,674,-8148,1745152644407283836,0
50656,64,-26,-108,1635,588,-8259,1745152644407283836,0
50848,34,-28,-112,1658,495,-8356,1745152644407283836,0
51040,-12,-30,-113,1682,353,-8422,1745152644407283836,0
51232,-67,-31,-109,1768,206,-8689,1745152644407283836,0
51424,-124,-43,-100,1948,30,-9195,1745152644471192263,0
51616,-186,-62,-87,2150,-137,-9468,1745152644471192263,0
51808,-257,-68,-76,2343,-181,-9612,1745152644471192263,0
52000,-382,-78,-78,2521,-453,-9002,1745152644471192263,0
52192,-526,-113,-97,2688,-497,-10444,1745152644471192263,0
52384,-649,-141,-120,2876,-325,-10647,1745152644471192263,0
52576,-750,-159,-110,3031,-183,-9907,1745152644471192263,0
52768,-731,-191,-85,3297,171,-10072,1745152644471192263,0
52960,-749,-228,-74,3520,533,-9880,1745152644471192263,0
53152,-793,-265,-101,3539,807,-9758,1745152644471192263,0
53344,-833,-308,-154,3400,894,-9578,1745152644471192263,0
53536,-822,-365,-198,3239,812,-9295,1745152644471192263,0
53728,-786,-405,-216,3106,570,-8708,1745152644518538653,0
53920,-754,-403,-213,2867,436,-7905,1745152644518538653,0
54112,-679,-341,-220,2538,871,-8268,1745152644518538653,0
54304,-583,-288,-247,2269,1328,-8040,1745152644518538653,0
54496,-547,-211,-275,2034,1422,-7556,1745152644518538653,0
54688,-450,-142,-306,1960,1485,-7857,1745152644518538653,0
54880,-314,-113,-332,2001,1523,-7976,1745152644518538653,0
55072,-174,-85,-349,2191,1602,-7999,1745152644518538653,0
55264,-46,-38,-366,2372,1732,-8206,1745152644518538653,0
55456,81,15,-388,2609,1985,-8628,1745152644518538653,0
55648,195,78,-407,2811,2153,-8704,1745152644518538653,0
55840,326,109,-412,3093,2131,-9010,1745152644518538653,0
56032,463,81,-404,3399,1891,-9219,1745152644580704960,0
56224,612,13,-383,3748,1503,-9369,1745152644580704960,0
56416,718,-69,-345,4051,982,-9480,1745152644580704960,0
56608,786,-175,-288,4339,211,-9454,1745152644580704960,0
56800,819,-277,-244,4524,-593,-9431,1745152644580704960,0
56992,809,-381,-231,4466,-1291,-9358,1745152644580704960,0
57184,757,-493,-220,4338,-1942,-9157,1745152644580704960,0
57376,647,-566,-211,4317,-2367,-9526,1745152644580704960,0
57568,394,-653,-273,4107,-2726,-9510,1745152644580704960,0
57760,103,-737,-372,3896,-2535,-9461,1745152644580704960,0
57952,-234,-754,-441,3685,-2056,-9295,1745152644580704960,0
58144,-527,-751,-474,3351,-1386,-9129,1745152644580704960,0
58336,-735,-769,-475,3096,-580,-9069,1745152644633744215,0
58528,-870,-788,-406,3355,827,-9413,1745152644633744215,0
58720,-1071,-684,-19,4967,1959,-9151,1745152644633744215,0
58912,-1154,-737,464,5824,1350,-9010,1745152644633744215,0
59104,-737,-1061,677,5871,1090,-10055,1745152644633744215,0
59296,-161,-1390,643,5303,999,-10447,1745152644633744215,0
59488,300,-1596,532,4403,577,-10541,1745152644633744215,0
59680,570,-1650,451,3397,-454,-10353,1745152644633744215,0
59872,735,-1600,440,2451,-1569,-10151,1745152644633744215,0
60064,864,-1540,520,1833,-2393,-10008,1745152644633744215,0
60256,928,-1489,645,1457,-3043,-9829,1745152644633744215,0
60448,919,-1435,761,1273,-3565,-9613,1745152644633744215,0
60640,838,-1368,847,1187,-3987,-9279,1745152644693280755,0
60832,709,-1291,915,1273,-4267,-8833,1745152644693280755,0
61024,547,-1230,983,1411,-4425,-8380,1745152644693280755,0
61216,365,-1195,1065,1602,-4473,-8000,1745152644693280755,0
61408,180,-1186,1162,1748,-4390,-7708,1745152644693280755,0
61600,8,-1195,1261,1794,-4193,-7445,1745152644693280755,0
61792,-142,-1202,1363,1731,-3898,-7235,1745152644693280755,0
61984,-269,-1201,1462,1614,-3645,-7076,1745152644693280755,0
62176,-371,-1187,1550,1413,-3430,-6997,1745152644693280755,0
62368,-450,-1159,1629,1195,-3263,-7008,1745152644693280755,0
62560,-510,-1117,1704,943,-3112,-7053,1745152644693280755,0
62752,-558,-1063,1781,775,-3001,-7146,1745152644693280755,0
62944,-594,-1003,1861,687,-2886,-7239,1745152644752684847,0
63136,-615,-940,1941,665,-2753,-7332,1745152644752684847,0
63328,-615,-879,2016,685,-2660,-7386,1745152644752684847,0
63520,-587,-824,2089,745,-2483,-7486,1745152644752684847,0
63712,-541,-766,2160,819,-2293,-7484,1745152644752684847,0
63904,-480,-711,2228,915,-2113,-7426,1745152644752684847,0
64096,-404,-660,2294,1022,-1971,-7326,1745152644752684847,0
64288,-319,-611,2357,1143,-1788,-7188,1745152644752684847,0
64480,-221,-561,2414,1237,-1585,-7063,1745152644752684847,0
64672,-110,-513,2465,1288,-1342,-6977,1745152644752684847,0
64864,15,-467,2510,1347,-1110,-6897,1745152644752684847,0
65056,149,-427,2550,1422,-899,-6867,1745152644752684847,0
65248,289,-385,2589,1427,-710,-6848,1745152644810920305,0
65440,425,-334,2637,1415,-584,-6770,1745152644810920305,0
65632,564,-284,2694,1433,-531,-6761,1745152644810920305,0
65824,690,-232,2754,1471,-502,-6786,1745152644810920305,0
66016,794,-178,2813,1509,-549,-6800,1745152644810920305,0
66208,874,-124,2868,1551,-599,-6785,1745152644810920305,0
66400,928,-72,2920,1578,-654,-6811,1745152644810920305,0
66592,954,-21,2970,1618,-683,-6833,1745152644810920305,0
66784,957,34,3022,1642,-663,-6782,1745152644810920305,0
66976,952,88,3074,1680,-562,-6757,1745152644810920305,0
67168,945,139,3125,1762,-418,-6798,1745152644810920305,0
67360,929,186,3171,1898,-269,-6873,1745152644810920305,0
67552,903,225,3213,2036,-194,-6936,1745152644873640618,0
67744,868,261,3252,2142,-143,-7012,1745152644873640618,0
67936,828,294,3297,2269,-176,-7130,1745152644873640618,0
68128,785,326,3345,2395,-217,-7286,1745152644873640618,0
68320,737,355,3395,2520,-236,-7397,1745152644873640618,0
68512,688,382,3442,2666,-199,-7522,1745152644873640618,0
68704,641,405,3482,2783,-104,-7727,1745152644873640618,0
68896,597,427,3518,2914,48,-7880,1745152644873640618,0
69088,562,449,3549,3050,214,-7992,1745152644873640618,0
69280,542,462,3580,3193,409,-8134,1745152644873640618,0
69472,531,478,3612,3318,602,-8153,1745152644873640618,0
69664,538,491,3648,3459,805,-8243,1745152644873640618,0
69856,557,500,3680,3613,1059,-8316,1745152644926862892,0
70048,585,507,3709,3764,1296,-8350,1745152644926862892,0
70240,623,499,3734,3916,1436,-8335,1745152644926862892,0
70432,671,500,3750,4102,1581,-8384,1745152644926862892,0
70624,708,485,3763,4185,1529,-8207,1745152644926862892,0
70816,763,458,3784,4209,1524,-8090,1745152644926862892,0
71008,803,447,3811,4219,1416,-7939,1745152644926862892,0
71200,843,436,3833,4198,1268,-7873,1745152644926862892,0
71392,863,430,3849,4187,1169,-7866,1745152644926862892,0
71584,856,433,3858,4206,1081,-7903,1745152644926862892,0
71776,824,441,3863,4291,1010,-7956,1745152644926862892,0
71968,771,449,3859,4417,944,-7970,1745152644926862892,0
72160,702,451,3852,4556,937,-8016,1745152644991233606,0
72352,625,447,3846,4717,989,-8078,1745152644991233606,0
72544,534,432,3839,4828,1041,-8088,1745152644991233606,0
72736,460,423,3825,5036,1246,-8144,1745152644991233606,0
72928,364,418,3800,5108,1388,-8056,1745152644991233606,0
73120,308,371,3779,5185,1583,-8095,1745152644991233606,0
73312,243,349,3764,5160,1709,-8092,1745152644991233606,0
73504,198,326,3744,5139,1870,-8155,1745152644991233606,0
73696,160,308,3717,5110,2044,-8262,1745152644991233606,0
73888,131,293,3689,5058,2196,-8288,1745152644991233606,0
74080,112,277,3662,4977,2345,-8251,1745152644991233606,0
74272,96,262,3634,4922,2450,-8211,1745152644991233606,0
74464,84,242,3597,4935,2490,-8167,1745152645048330480,0
74656,69,224,3542,4920,2568,-8094,1745152645048330480,0
74848,50,206,3478,4846,2683,-7996,1745152645048330480,0
75040,41,176,3415,4754,2772,-7813,1745152645048330480,0
75232,40,178,3342,4713,2896,-7919,1745152645048330480,0
75424,31,137,3260,4616,2932,-7789,1745152645048330480,0
75616,24,96,3181,4486,2944,-7822,1745152645048330480,0
75808,1,71,3104,4307,2909,-7791,1745152645048330480,0
76000,-24,39,3025,4132,2887,-7868,1745152645048330480,0
76192,-71,12,2942,3921,2800,-7759,1745152645048330480,0
76384,-125,-14,2860,3676,2773,-7679,1745152645048330480,0
76576,-192,-30,2785,3451,2802,-7582,1745152645048330480,0
76768,-260,-48,2704,3230,2810,-7551,1745152645107620772,0
76960,-332,-70,2608,3059,2877,-7523,1745152645107620772,0
77152,-401,-92,2507,2829,2944,-7559,1745152645107620772,0
77344,-459,-112,2410,2654,3033,-7570,1745152645107620772,0
77536,-529,-95,2321,2459,3086,-7621,1745152645107620772,0
77728,-570,-112,2238,2316,3186,-7598,1745152645107620772,0
77920,-602,-111,2158,2162,3246,-7577,1745152645107620772,0
78112,-621,-107,2074,2076,3363,-7563,1745152645107620772,0
78304,-636,-104,1982,1983,3437,-7539,1745152645107620772,0
78496,-646,-96,1889,1914,3501,-7514,1745152645107620772,0
78688,-643,-94,1803,1853,3567,-7496,1745152645107620772,0
78880,-625,-98,1716,1762,3590,-7463,1745152645107620772,0
79072,-584,-110,1631,1648,3639,-7470,1745152645160592892,0
79264,-529,-118,1549,1497,3668,-7489,1745152645160592892,0
79456,-457,-120,1476,1373,3737,-7490,1745152645160592892,0
79648,-369,-118,1405,1269,3836,-7490,1745152645160592892,0
79840,-274,-112,1333,1156,3833,-7465,1745152645160592892,0
80032,-177,-111,1260,1076,3719,-7514,1745152645160592892,0
80224,-98,-100,1191,977,3508,-7555,1745152645160592892,0
80416,-40,-85,1134,914,3262,-7635,1745152645160592892,0
80608,-8,-67,1087,878,3022,-7724,1745152645160592892,0
80800,6,-50,1047,884,2811,-7785,1745152645160592892,0
80992,7,-39,1008,938,2660,-7799,1745152645160592892,0
81184,1,-34,972,966,2559,-7799,1745152645160592892,0
81376,-9,-36,937,1018,2520,-7796,1745152645233151604,0
81568,-20,-44,902,1046,2531,-7769,1745152645233151604,0
81760,-34,-40,876,729,2719,-7736,1745152645233151604,0
81952,-27,-26,890,625,2951,-7696,1745152645233151604,0
82144,-1,-33,887,698,3016,-7721,1745152645233151604,0
82336,27,-41,829,688,3001,-7798,1745152645233151604,0
82528,50,-43,764,623,2922,-7822,1745152645233151604,0
82720,81,-50,731,530,2884,-7954,1745152645233151604,0
82912,109,-49,719,484,2828,-8099,1745152645233151604,0
83104,117,-44,696,464,2627,-8113,1745152645233151604,0
83296,116,-38,659,446,2359,-8086,1745152645233151604,0
83488,104,-28,627,438,2069,-8052,1745152645233151604,0
83680,87,-19,611,439,1840,-8015,1745152645287750480,0
83872,64,-18,603,496,1713,-7983,1745152645287750480,0
84064,37,-20,593,590,1660,-7939,1745152645287750480,0
84256,5,-23,573,660,1675,-7907,1745152645287750480,0
84448,-32,-26,545,714,1728,-7877,1745152645287750480,0
84640,-61,-34,515,714,1811,-7871,1745152645287750480,0
84832,-79,-47,488,668,1861,-7858,1745152645287750480,0
85024,-81,-61,472,570,1909,-7812,1745152645287750480,0
85216,-71,-67,460,407,1949,-7821,1745152645287750480,0
85408,-57,-64,453,268,1982,-7859,1745152645287750480,0
85600,-46,-58,438,143,2053,-7921,1745152645287750480,0
85792,-42,-47,413,58,2083,-7978,1745152645287750480,0
85984,-39,-33,384,48,2062,-8036,1745152645339484383,0
86176,-37,-16,352,75,1998,-8080,1745152645339484383,0
86368,-39,2,322,129,1875,-8129,1745152645339484383,0
86560,-38,12,296,184,1788,-8130,1745152645339484383,0
86752,-37,14,274,250,1748,-8136,1745152645339484383,0
86944,-43,14,253,291,1691,-8090,1745152645339484383,0
87136,-44,11,233,314,1617,-8080,1745152645339484383,0
87328,-42,7,214,328,1533,-8049,1745152645339484383,0
87520,-34,2,199,288,1482,-8024,1745152645339484383,0
87712,-30,-3,182,276,1413,-8016,1745152645339484383,0
87904,-32,-8,162,236,1305,-8012,1745152645339484383,0
88096,-41,-10,146,195,1201,-7956,1745152645339484383,0
88288,-46,-11,131,155,1155,-7908,1745152645400796167,0
88480,-51,-12,116,106,1171,-7937,1745152645400796167,0
88672,-56,-13,100,41,1256,-7915,1745152645400796167,0
88864,-56,-7,89,2,1359,-7880,1745152645400796167,0
89056,-38,-2,81,29,1471,-7895,1745152645400796167,0
89248,-20,9,67,106,1485,-7989,1745152645400796167,0
89440,-5,24,43,111,1401,-8040,1745152645400796167,0
89632,19,32,29,166,1292,-8086,1745152645400796167,0
89824,42,34,31,232,1171,-8155,1745152645400796167,0
90016,54,32,37,273,1062,-8166,1745152645400796167,0
90208,55,26,35,319,943,-8215,1745152645400796167,0
90400,38,23,24,300,823,-8187,1745152645400796167,0
90592,18,21,10,276,700,-8157,1745152645456505710,0
90784,0,19,-1,240,573,-8118,1745152645456505710,0
90976,-16,18,-7,217,487,-8058,1745152645456505710,0
91168,-34,16,-12,203,418,-8039,1745152645456505710,0
91360,-53,15,-20,191,363,-8028,1745152645456505710,0
91552,-76,18,-29,199,277,-8003,1745152645456505710,0
91744,-97,20,-36,210,229,-7967,1745152645456505710,0
91936,-115,23,-38,208,167,-7948,1745152645456505710,0
92128,-128,25,-38,222,134,-7925,1745152645456505710,0
92320,-140,26,-38,245,154,-7942,1745152645456505710,0
92512,-154,23,-39,234,222,-7984,1745152645456505710,0
92704,-164,19,-43,220,340,-8008,1745152645456505710,0
92896,-166,15,-44,180,468,-8031,1745152645518338426,0
93088,-157,16,-39,155,610,-8053,1745152645518338426,0
93280,-140,25,-32,122,676,-8098,1745152645518338426,0
93472,-116,31,-27,136,711,-8185,1745152645518338426,0
93664,-89,36,-22,157,697,-8261,1745152645518338426,0
93856,-65,40,-14,213,722,-8283,1745152645518338426,0
94048,-41,44,-6,289,691,-8302,1745152645518338426,0
94240,-21,45,-1,350,602,-8252,1745152645518338426,0
94432,3,40,3,400,400,-8217,1745152645518338426,0
94624,28,33,10,398,177,-8233,1745152645518338426,0
94816,46,27,20,382,-59,-8316,1745152645518338426,0
95008,48,21,31,365,-237,-8353,1745152645518338426,0
95200,35,22,32,336,-385,-8342,1745152645573208758,0
95392,13,23,26,313,-455,-8332,1745152645573208758,0
95584,-17,22,16,266,-459,-8258,1745152645573208758,0
95776,-46,19,8,255,-434,-8214,1745152645573208758,0
95968,-81,18,0,230,-365,-8170,1745152645573208758,0
96160,-115,20,-8,243,-318,-8126,1745152645573208758,0
96352,-136,19,-16,215,-272,-8100,1745152645573208758,0
96544,-139,9,-19,220,-278,-7977,1745152645573208758,0
96736,-135,40,-18,269,-270,-8132,1745152645573208758,0
96928,-125,23,-18,284,-245,-8109,1745152645573208758,0
97120,-113,17,-19,356,-114,-8219,1745152645573208758,0
97312,-108,22,-26,377,-50,-8146,1745152645573208758,0
97504,-81,14,-32,387,-14,-8096,1745152645645546691,0
97696,-47,4,-37,386,-25,-8085,1745152645645546691,0
97888,-17,-2,-43,365,-52,-8086,1745152645645546691,0
98080,7,-7,-51,341,-107,-8070,1745152645645546691,0
98272,26,-8,-58,316,-167,-8078,1745152645645546691,0
98464,43,-6,-62,306,-187,-8133,1745152645645546691,0
98656,53,-2,-61,311,-149,-8170,1745152645645546691,0
98848,55,2,-63,332,-94,-8194,1745152645645546691,0
99040,52,5,-67,347,-26,-8190,1745152645645546691,0
99232,49,4,-72,370,8,-8163,1745152645645546691,0
99424,49,4,-76,382,6,-8136,1745152645645546691,0
99616,47,2,-82,374,-13,-8118,1745152645645546691,0
99808,39,1,-89,383,-70,-8092,1745152645698084180,0
100000,26,4,-95,392,-194,-8005,1745152645698084180,0
100192,19,6,-93,384,-350,-7923,1745152645698084180,0
100384,18,7,-87,372,-464,-7884,1745152645698084180,0
100576,18,5,-81,367,-493,-7906,1745152645698084180,0
100768,4,4,-80,369,-435,-7921,1745152645698084180,0
100960,-15,4,-82,377,-370,-7959,1745152645698084180,0
101152,-30,6,-84,349,-303,-7984,1745152645698084180,0
101344,-34,9,-81,354,-182,-7990,1745152645698084180,0
101536,-29,11,-75,348,-101,-8031,1745152645698084180,0
101728,-24,17,-72,348,-91,-8006,1745152645698084180,0
101920,-13,20,-71,380,-65,-8019,1745152645698084180,0
102112,-4,26,-69,383,-103,-8020,1745152645748663978,0
102304,3,28,-67,413,-126,-8006,1745152645748663978,0
102496,0,31,-65,422,-149,-7985,1745152645748663978,0
102688,-7,32,-66,423,-182,-7947,1745152645748663978,0
102880,-12,31,-70,452,-204,-7905,1745152645748663978,0
103072,-11,28,-71,460,-201,-7883,1745152645748663978,0
103264,-6,25,-72,449,-220,-7864,1745152645748663978,0
103456,-2,22,-76,429,-227,-7844,1745152645748663978,0
103648,1,21,-80,425,-237,-7861,1745152645748663978,0
103840,4,20,-82,388,-226,-7890,1745152645748663978,0
104032,5,22,-83,373,-216,-7921,1745152645748663978,0
104224,7,25,-82,364,-223,-7929,1745152645748663978,0
104416,9,26,-80,360,-218,-7940,1745152645813744165,0
104608,13,28,-78,355,-235,-7937,1745152645813744165,0
104800,16,29,-76,359,-212,-7968,1745152645813744165,0
104992,9,31,-73,371,-170,-7983,1745152645813744165,0
105184,-4,30,-72,367,-82,-7999,1745152645813744165,0
105376,-22,30,-74,366,-6,-8006,1745152645813744165,0
105568,-32,29,-78,365,39,-8002,1745152645813744165,0
105760,-32,32,-78,385,43,-7951,1745152645813744165,0
105952,-23,31,-74,392,-5,-7949,1745152645813744165,0
106144,-22,31,-72,398,-30,-7956,1745152645813744165,0
106336,-35,29,-72,403,-34,-7989,1745152645813744165,0
106528,-59,27,-76,396,-26,-7978,1745152645813744165,0
106720,-89,23,-83,419,12,-7985,1745152645866327747,0
106912,-118,22,-93,410,9,-7945,1745152645866327747,0
107104,-136,21,-97,403,-12,-7938,1745152645866327747,0
107296,-141,18,-98,384,-14,-7916,1745152645866327747,0
107488,-141,15,-102,368,80,-7925,1745152645866327747,0
107680,-143,15,-111,343,225,-7974,1745152645866327747,0
107872,-149,17,-122,323,453,-7960,1745152645866327747,0
108064,-151,24,-134,311,680,-7943,1745152645866327747,0
108256,-148,31,-145,315,888,-7936,1745152645866327747,0
108448,-142,39,-157,336,1080,-7885,1745152645866327747,0
108640,-131,47,-173,359,1213,-7840,1745152645866327747,0
108832,-116,53,-193,376,1308,-7826,1745152645866327747,0
109024,-98,58,-215,403,1428,-7814,1745152645925930484,0
109216,-81,62,-234,443,1467,-7811,1745152645925930484,0
109408,-67,65,-256,473,1552,-7834,1745152645925930484,0
109600,-63,69,-284,489,1681,-7876,1745152645925930484,0
109792,-68,70,-322,506,1860,-7886,1745152645925930484,0
109984,-81,70,-371,533,2078,-7885,1745152645925930484,0
110176,-92,68,-428,506,2273,-7865,1745152645925930484,0
110368,-95,67,-485,495,2436,-7871,1745152645925930484,0
110560,-91,70,-539,492,2645,-7911,1745152645925930484,0
110752,-81,77,-595,504,2855,-7982,1745152645925930484,0
110944,-64,86,-655,521,3051,-8048,1745152645925930484,0
111136,-36,97,-718,550,3191,-8065,1745152645925930484,0
111328,3,108,-786,571,3305,-8099,1745152645982867151,0
111520,49,117,-858,626,3376,-8152,1745152645982867151,0
111712,92,127,-931,681,3420,-8247,1745152645982867151,0
111904,131,133,-1007,744,3406,-8295,1745152645982867151,0
112096,159,138,-1085,786,3342,-8302,1745152645982867151,0
112288,182,140,-1163,852,3200,-8262,1745152645982867151,0
112480,194,142,-1238,881,3063,-8221,1745152645982867151,0
112672,199,143,-1308,948,2940,-8158,1745152645982867151,0
112864,198,142,-1372,1010,2877,-8080,1745152645982867151,0
113056,191,140,-1433,1085,2817,-7993,1745152645982867151,0
113248,182,139,-1493,1135,2805,-7896,1745152645982867151,0
113440,179,138,-1553,1216,2838,-7790,1745152645982867151,0
113632,186,135,-1611,1291,2893,-7778,1745152646040523500,0
113824,200,133,-1667,1387,2934,-7798,1745152646040523500,0
114016,222,132,-1718,1488,2987,-7842,1745152646040523500,0
114208,247,125,-1765,1586,2999,-7886,1745152646040523500,0
114400,272,114,-1809,1659,2958,-7949,1745152646040523500,0
114592,294,103,-1850,1709,2878,-7997,1745152646040523500,0
114784,312,94,-1886,1744,2754,-8018,1745152646040523500,0
114976,324,85,-1920,1766,2641,-8036,1745152646040523500,0
115168,325,75,-1955,1770,2570,-8030,1745152646040523500,0
115360,315,67,-1990,1771,2492,-8021,1745152646040523500,0
115552,295,62,-2025,1751,2493,-8010,1745152646040523500,0
115744,270,62,-2056,1729,2486,-7986,1745152646040523500,0
115936,246,62,-2082,1744,2463,-7974,1745152646095977837,0
116128,223,63,-2105,1768,2458,-7952,1745152646095977837,0
116320,197,68,-2127,1789,2429,-7941,1745152646095977837,0
116512,168,75,-2150,1812,2387,-7927,1745152646095977837,0
116704,137,82,-2173,1853,2359,-7905,1745152646095977837,0
116896,110,85,-2196,1875,2331,-7909,1745152646095977837,0
117088,89,92,-2212,1902,2342,-7906,1745152646095977837,0
117280,73,105,-2221,1942,2369,-7939,1745152646095977837,0
117472,56,122,-2234,1975,2467,-7942,1745152646095977837,0
117664,38,133,-2253,2034,2496,-7941,1745152646095977837,0
117856,27,143,-2274,2082,2532,-8008,1745152646095977837,0
118048,20,153,-2294,2146,2555,-8057,1745152646095977837,0
118240,15,162,-2315,2158,2603,-8099,1745152646158052999,0
118432,13,173,-2337,2200,2634,-8091,1745152646158052999,0
118624,13,179,-2363,2219,2642,-8062,1745152646158052999,0
118816,11,180,-2394,2234,2632,-8028,1745152646158052999,0
119008,0,188,-2423,2268,2642,-8001,1745152646158052999,0
119200,-17,204,-2443,2294,2617,-7955,1745152646158052999,0
119392,-33,222,-2454,2351,2591,-7870,1745152646158052999,0
119584,-45,236,-2467,2403,2544,-7840,1745152646158052999,0
119776,-56,247,-2482,2482,2459,-7830,1745152646158052999,0
119968,-66,252,-2509,2524,2309,-7788,1745152646158052999,0
120160,-74,260,-2535,2574,2158,-7719,1745152646158052999,0
120352,-77,271,-2550,2629,1936,-7679,1745152646158052999,0
120544,-82,281,-2564,2663,1756,-7694,1745152646217643184,0
120736,-88,289,-2580,2721,1622,-7725,1745152646217643184,0
120928,-97,293,-2601,2774,1465,-7699,1745152646217643184,0
121120,-109,293,-2622,2826,1328,-7621,1745152646217643184,0
121312,-118,294,-2651,2845,1259,-7566,1745152646217643184,0
121504,-128,292,-2684,2866,1233,-7571,1745152646217643184,0
121696,-140,294,-2718,2879,1241,-7553,1745152646217643184,0
121888,-144,289,-2753,2896,1325,-7580,1745152646217643184,0
122080,-135,283,-2786,2908,1417,-7574,1745152646217643184,0
122272,-116,280,-2808,2910,1522,-7577,1745152646217643184,0
122464,-88,284,-2819,2913,1623,-7609,1745152646217643184,0
122656,-51,285,-2824,2964,1695,-7591,1745152646217643184,0
122848,-8,277,-2833,2998,1709,-7566,1745152646276452595,0
123040,39,262,-2843,3002,1686,-7617,1745152646276452595,0
123232,80,249,-2854,3037,1639,-7634,1745152646276452595,0
123424,118,234,-2864,3069,1561,-7648,1745152646276452595,0
123616,155,221,-2870,3061,1423,-7659,1745152646276452595,0
123808,192,204,-2870,3060,1293,-7704,1745152646276452595,0
124000,229,183,-2870,3040,1143,-7772,1745152646276452595,0
124192,263,161,-2869,2995,990,-7824,1745152646276452595,0
124384,292,140,-2870,2954,828,-7860,1745152646276452595,0
124576,315,122,-2873,2909,673,-7871,1745152646276452595,0
124768,331,104,-2876,2844,526,-7886,1745152646276452595,0
124960,339,86,-2877,2782,426,-7900,1745152646276452595,0
125152,337,72,-2875,2742,329,-7882,1745152646334686750,0
125344,333,64,-2864,2703,237,-7885,1745152646334686750,0
125536,333,58,-2849,2665,201,-7910,1745152646334686750,0
125728,336,50,-2834,2639,139,-7945,1745152646334686750,0
