timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns,series_id
70432,997,-311,2666,560,-436,-6987,1745153841497100398,0
70624,1089,-277,2732,592,-390,-7073,1745153841497100398,0
70816,1169,-237,2797,609,-301,-7170,1745153841497100398,0
71008,1240,-192,2868,620,-178,-7288,1745153841497100398,0
71200,1298,-137,2947,647,8,-7381,1745153841497100398,0
71392,1342,-77,3027,709,193,-7355,1745153841497100398,0
71584,1375,-17,3102,849,381,-7288,1745153841497100398,0
71776,1392,36,3169,1025,519,-7130,1745153841497100398,0
71968,1393,84,3229,1222,600,-6901,1745153841497100398,0
72160,1383,124,3282,1330,646,-6786,1745153841556475480,0
72352,1363,160,3328,1385,701,-6814,1745153841556475480,0
72544,1331,201,3371,1407,824,-6818,1745153841556475480,0
72736,1283,243,3406,1366,934,-6912,1745153841556475480,0
72928,1223,282,3443,1366,985,-7019,1745153841556475480,0
73120,1156,316,3484,1392,1010,-7012,1745153841556475480,0
73312,1094,354,3533,1388,1019,-7024,1745153841556475480,0
73504,1043,397,3590,1412,1053,-7104,1745153841556475480,0
73696,1003,441,3647,1476,1164,-7233,1745153841556475480,0
73888,976,480,3696,1517,1323,-7434,1745153841556475480,0
74080,962,529,3735,1559,1537,-7569,1745153841556475480,0
74272,967,591,3771,1611,1808,-7673,1745153841556475480,0
74464,989,657,3801,1704,2067,-7729,1745153841611154356,0
74656,1025,724,3830,1828,2337,-7681,1745153841611154356,0
74848,1072,788,3859,1983,2533,-7638,1745153841611154356,0
75040,1130,846,3890,2105,2692,-7698,1745153841611154356,0
75232,1201,904,3921,2201,2826,-7712,1745153841611154356,0
75424,1275,952,3943,2326,2936,-7740,1745153841611154356,0
75616,1351,999,3957,2446,3046,-7834,1745153841611154356,0
75808,1421,1051,3972,2596,2983,-7874,1745153841611154356,0
76000,1472,1090,3975,2856,2796,-7704,1745153841611154356,0
76192,1510,1102,3971,3166,2478,-7542,1745153841611154356,0
76384,1533,1126,3951,3295,2230,-7411,1745153841611154356,0
76576,1520,1154,3923,3378,1866,-7367,1745153841611154356,0
76768,1482,1172,3874,3460,1558,-7289,1745153841670233504,0
76960,1428,1177,3822,3480,1319,-7278,1745153841670233504,0
77152,1371,1195,3790,3493,1204,-7264,1745153841670233504,0
77344,1303,1217,3776,3592,1082,-7270,1745153841670233504,0
77536,1231,1241,3756,3715,987,-7304,1745153841670233504,0
77728,1158,1267,3727,3893,912,-7354,1745153841670233504,0
77920,1088,1281,3694,4096,902,-7479,1745153841670233504,0
78112,1014,1283,3664,4331,927,-7446,1745153841670233504,0
78304,931,1289,3641,4488,993,-7383,1745153841670233504,0
78496,844,1296,3620,4654,1078,-7349,1745153841670233504,0
78688,760,1311,3593,4757,1168,-7391,1745153841670233504,0
78880,680,1311,3566,4837,1332,-7490,1745153841670233504,0
79072,605,1312,3542,4897,1575,-7642,1745153841740214271,0
79264,543,1330,3515,4971,1817,-7800,1745153841740214271,0
79456,493,1347,3486,5100,2033,-7944,1745153841740214271,0
79648,458,1358,3457,5286,2135,-8047,1745153841740214271,0
79840,427,1358,3427,5450,2137,-8125,1745153841740214271,0
80032,398,1352,3398,5649,2041,-8195,1745153841740214271,0
80224,369,1339,3365,5789,1932,-8242,1745153841740214271,0
80416,335,1319,3332,5879,1859,-8295,1745153841740214271,0
80608,295,1293,3294,5911,1779,-8335,1745153841740214271,0
80800,254,1261,3249,5918,1742,-8354,1745153841740214271,0
80992,212,1234,3195,5883,1734,-8343,1745153841740214271,0
81184,171,1212,3137,5847,1752,-8357,1745153841740214271,0
81376,133,1192,3078,5822,1822,-8405,1745153841786629367,0
81568,96,1169,3020,5817,1911,-8409,1745153841786629367,0
81760,61,1147,2963,5860,2019,-8416,1745153841786629367,0
81952,32,1119,2901,5878,2081,-8455,1745153841786629367,0
82144,4,1086,2834,5921,2190,-8405,1745153841786629367,0
82336,-24,1052,2769,5961,2320,-8344,1745153841786629367,0
82528,-47,1016,2707,5985,2448,-8339,1745153841786629367,0
82720,-73,971,2643,5982,2560,-8367,1745153841786629367,0
82912,-100,901,2571,5877,2660,-8408,1745153841786629367,0
83104,-121,857,2490,5807,2701,-8355,1745153841786629367,0
83296,-136,804,2408,5662,2668,-8412,1745153841786629367,0
83488,-160,733,2334,5484,2644,-8396,1745153841786629367,0
83680,-185,688,2257,5313,2564,-8402,1745153841847053399,0
83872,-221,638,2170,5149,2507,-8381,1745153841847053399,0
84064,-261,596,2079,4996,2451,-8377,1745153841847053399,0
84256,-302,543,1995,4848,2428,-8373,1745153841847053399,0
84448,-342,502,1923,4738,2385,-8258,1745153841847053399,0
84640,-384,468,1842,4604,2363,-8259,1745153841847053399,0
84832,-426,425,1751,4522,2297,-8171,1745153841847053399,0
85024,-467,396,1653,4395,2304,-8138,1745153841847053399,0
85216,-504,360,1563,4290,2301,-8106,1745153841847053399,0
85408,-539,316,1478,4191,2283,-8069,1745153841847053399,0
85600,-567,280,1397,4085,2279,-8061,1745153841847053399,0
85792,-586,253,1316,3956,2287,-8043,1745153841847053399,0
85984,-598,233,1228,3890,2299,-7991,1745153841903636215,0
86176,-603,194,1143,3850,2267,-7905,1745153841903636215,0
86368,-603,153,1064,3761,2193,-7812,1745153841903636215,0
86560,-594,116,988,3612,2069,-7709,1745153841903636215,0
86752,-585,86,911,3472,1950,-7639,1745153841903636215,0
86944,-569,63,842,3308,1902,-7571,1745153841903636215,0
87136,-550,43,790,3166,1904,-7482,1745153841903636215,0
87328,-523,28,747,3070,1921,-7425,1745153841903636215,0
87520,-488,7,699,2964,1921,-7382,1745153841903636215,0
87712,-446,-7,648,2816,1907,-7338,1745153841903636215,0
87904,-396,-16,606,2689,1891,-7353,1745153841903636215,0
88096,-344,-20,576,2585,1833,-7458,1745153841903636215,0
88288,-295,-14,549,2545,1702,-7546,1745153841962698228,0
88480,-252,-8,526,2530,1563,-7626,1745153841962698228,0
88672,-216,1,506,2531,1434,-7705,1745153841962698228,0
88864,-186,7,490,2531,1358,-7746,1745153841962698228,0
89056,-161,13,477,2560,1304,-7734,1745153841962698228,0
89248,-136,19,464,2558,1248,-7715,1745153841962698228,0
89440,-115,22,448,2538,1246,-7687,1745153841962698228,0
89632,-98,23,427,2545,1218,-7659,1745153841962698228,0
89824,-84,21,404,2502,1202,-7599,1745153841962698228,0
90016,-72,22,384,2442,1185,-7547,1745153841962698228,0
90208,-58,23,365,2388,1185,-7538,1745153841962698228,0
90400,-38,29,346,2321,1120,-7539,1745153841962698228,0
90592,-17,37,322,2320,1040,-7550,1745153842020396503,0
90784,5,46,298,2331,920,-7582,1745153842020396503,0
90976,21,56,279,2363,810,-7634,1745153842020396503,0
91168,33,59,258,2434,753,-7661,1745153842020396503,0
91360,42,59,237,2493,712,-7690,1745153842020396503,0
91552,47,51,214,2523,633,-7734,1745153842020396503,0
91744,52,40,191,2553,524,-7757,1745153842020396503,0
91936,55,30,176,2544,439,-7773,1745153842020396503,0
92128,55,22,170,2518,362,-7801,1745153842020396503,0
92320,52,16,163,2477,313,-7835,1745153842020396503,0
92512,42,12,150,2417,282,-7857,1745153842020396503,0
92704,31,13,140,2370,225,-7867,1745153842020396503,0
92896,15,17,136,2330,140,-7902,1745153842080624546,0
93088,-6,25,132,2310,50,-7909,1745153842080624546,0
93280,-34,33,132,2290,22,-7868,1745153842080624546,0
93472,-63,40,132,2261,24,-7836,1745153842080624546,0
93664,-92,46,130,2258,56,-7796,1745153842080624546,0
93856,-121,52,122,2266,92,-7798,1745153842080624546,0
94048,-144,58,112,2278,113,-7785,1745153842080624546,0
94240,-157,66,102,2257,119,-7736,1745153842080624546,0
94432,-156,72,94,2284,97,-7700,1745153842080624546,0
94624,-143,72,83,2311,40,-7704,1745153842080624546,0
94816,-126,67,70,2309,-66,-7732,1745153842080624546,0
95008,-110,60,58,2302,-174,-7768,1745153842080624546,0
95200,-98,55,49,2279,-219,-7772,1745153842142427055,0
95392,-91,52,43,2255,-196,-7764,1745153842142427055,0
95584,-84,49,33,2242,-158,-7780,1745153842142427055,0
95776,-73,49,24,2252,-159,-7768,1745153842142427055,0
95968,-56,49,19,2264,-212,-7723,1745153842142427055,0
96160,-35,52,20,2293,-242,-7724,1745153842142427055,0
96352,-19,53,25,2307,-260,-7746,1745153842142427055,0
96544,-10,52,25,2328,-286,-7798,1745153842142427055,0
96736,-9,49,26,2310,-337,-7824,1745153842142427055,0
96928,-11,53,29,2283,-347,-7886,1745153842142427055,0
97120,-16,60,35,2247,-335,-7941,1745153842142427055,0
97312,-24,68,39,2232,-345,-7968,1745153842142427055,0
97504,-32,76,40,2242,-342,-7969,1745153842195478914,0
97696,-35,84,40,2257,-362,-7971,1745153842195478914,0
97888,-37,94,35,2271,-370,-8004,1745153842195478914,0
98080,-38,100,24,2304,-383,-8012,1745153842195478914,0
98272,-40,106,13,2366,-399,-8016,1745153842195478914,0
98464,-46,112,1,2454,-458,-8014,1745153842195478914,0
98656,-54,113,-8,2541,-508,-7986,1745153842195478914,0
98848,-58,106,-16,2608,-506,-7957,1745153842195478914,0
99040,-57,96,-24,2646,-449,-7885,1745153842195478914,0
99232,-50,79,-34,2673,-399,-7818,1745153842195478914,0
99424,-39,62,-47,2687,-382,-7784,1745153842195478914,0
99616,-25,43,-59,2656,-411,-7749,1745153842195478914,0
99808,-10,27,-69,2621,-481,-7750,1745153842255709926,0
100000,6,13,-77,2560,-553,-7758,1745153842255709926,0
100192,15,2,-85,2475,-635,-7801,1745153842255709926,0
100384,19,-5,-91,2422,-714,-7863,1745153842255709926,0
100576,17,-6,-92,2383,-787,-7882,1745153842255709926,0
100768,13,-5,-90,2367,-813,-7919,1745153842255709926,0
100960,8,0,-85,2374,-780,-7956,1745153842255709926,0
101152,0,5,-82,2382,-727,-7982,1745153842255709926,0
101344,-5,12,-80,2397,-690,-8000,1745153842255709926,0
101536,-8,16,-78,2427,-607,-8012,1745153842255709926,0
101728,-9,18,-75,2458,-576,-8023,1745153842255709926,0
101920,-8,20,-71,2477,-540,-8029,1745153842255709926,0
102112,-8,21,-70,2499,-546,-8037,1745153842351453322,0
102304,-10,22,-75,2484,-574,-8018,1745153842351453322,0
102496,-13,23,-82,2501,-609,-7996,1745153842351453322,0
102688,-15,24,-88,2491,-663,-7955,1745153842351453322,0
102880,-13,29,-91,2472,-692,-7916,1745153842351453322,0
103072,-2,29,-95,2508,-699,-7892,1745153842351453322,0
103264,12,26,-101,2528,-713,-7867,1745153842351453322,0
103456,25,21,-108,2560,-735,-7846,1745153842351453322,0
103648,34,15,-113,2584,-774,-7825,1745153842351453322,0
103840,41,6,-118,2593,-823,-7832,1745153842351453322,0
104032,46,-2,-123,2612,-876,-7815,1745153842351453322,0
104224,46,-11,-127,2598,-887,-7796,1745153842351453322,0
104416,45,-20,-127,2569,-910,-7783,1745153842367450520,0
104608,45,-26,-124,2567,-902,-7793,1745153842367450520,0
104800,46,-32,-121,2552,-910,-7788,1745153842367450520,0
104992,46,-37,-116,2527,-923,-7776,1745153842367450520,0
105184,46,-36,-107,2520,-969,-7780,1745153842367450520,0
105376,46,-35,-100,2518,-999,-7811,1745153842367450520,0
105568,44,-30,-94,2508,-996,-7833,1745153842367450520,0
105760,40,-25,-87,2488,-959,-7838,1745153842367450520,0
105952,34,-20,-80,2459,-945,-7846,1745153842367450520,0
106144,30,-15,-72,2449,-935,-7846,1745153842367450520,0
106336,28,-8,-63,2435,-944,-7827,1745153842367450520,0
106528,28,0,-55,2429,-974,-7822,1745153842367450520,0
106720,24,7,-49,2414,-1001,-7815,1745153842429151519,0
106912,16,14,-43,2414,-1036,-7793,1745153842429151519,0
107104,11,21,-35,2405,-1011,-7757,1745153842429151519,0
107296,12,27,-28,2398,-978,-7718,1745153842429151519,0
107488,18,33,-26,2412,-930,-7711,1745153842429151519,0
107680,25,39,-28,2448,-919,-7718,1745153842429151519,0
107872,33,43,-30,2474,-935,-7678,1745153842429151519,0
108064,45,41,-30,2497,-958,-7650,1745153842429151519,0
108256,56,24,-27,2503,-986,-7661,1745153842429151519,0
108448,57,30,-24,2536,-1035,-7544,1745153842429151519,0
108640,65,44,-25,2540,-1056,-7588,1745153842429151519,0
108832,57,26,-24,2588,-1048,-7540,1745153842429151519,0
109024,53,33,-22,2567,-1039,-7579,1745153842488253375,0
109216,49,33,-22,2581,-969,-7623,1745153842488253375,0
109408,51,39,-19,2565,-901,-7694,1745153842488253375,0
109600,57,42,-17,2596,-857,-7742,1745153842488253375,0
109792,66,42,-19,2604,-807,-7820,1745153842488253375,0
109984,75,40,-20,2636,-792,-7872,1745153842488253375,0
110176,79,35,-21,2595,-767,-7908,1745153842488253375,0
110368,79,29,-23,2609,-765,-7904,1745153842488253375,0
110560,82,40,-30,2601,-766,-7955,1745153842488253375,0
110752,85,31,-36,2628,-794,-7947,1745153842488253375,0
110944,90,29,-42,2630,-834,-7941,1745153842488253375,0
111136,95,21,-50,2623,-835,-7950,1745153842488253375,0
111328,94,15,-60,2630,-813,-7994,1745153842559222987,0
111520,85,13,-72,2618,-748,-8012,1745153842559222987,0
111712,73,10,-90,2614,-696,-8019,1745153842559222987,0
111904,67,6,-107,2628,-607,-7970,1745153842559222987,0
112096,69,0,-122,2642,-549,-7933,1745153842559222987,0
112288,76,-11,-136,2660,-491,-7917,1745153842559222987,0
112480,84,-22,-152,2693,-463,-7897,1745153842559222987,0
112672,91,-34,-168,2698,-416,-7892,1745153842559222987,0
112864,97,-47,-186,2695,-359,-7919,1745153842559222987,0
113056,100,-58,-204,2714,-268,-7943,1745153842559222987,0
113248,103,-67,-225,2721,-148,-7989,1745153842559222987,0
113440,109,-74,-247,2727,-22,-8025,1745153842559222987,0
113632,114,-81,-271,2752,78,-8102,1745153842603053524,0
113824,117,-88,-297,2801,142,-8198,1745153842603053524,0
114016,115,-94,-321,2841,238,-8297,1745153842603053524,0
114208,108,-99,-346,2899,367,-8408,1745153842603053524,0
114400,96,-102,-372,2972,562,-8499,1745153842603053524,0
114592,78,-106,-404,3052,752,-8563,1745153842603053524,0
114784,54,-111,-442,3147,957,-8597,1745153842603053524,0
114976,26,-117,-484,3263,1160,-8626,1745153842603053524,0
115168,-2,-123,-528,3331,1371,-8642,1745153842603053524,0
115360,-32,-132,-575,3465,1623,-8656,1745153842603053524,0
115552,-65,-138,-627,3554,1895,-8634,1745153842603053524,0
115744,-101,-146,-688,3687,2132,-8587,1745153842603053524,0
115936,-133,-160,-758,3819,2359,-8509,1745153842664437130,0
116128,-160,-180,-836,3936,2565,-8397,1745153842664437130,0
116320,-175,-203,-921,4022,2793,-8332,1745153842664437130,0
116512,-178,-226,-1013,4102,3026,-8278,1745153842664437130,0
116704,-172,-253,-1122,4182,3216,-8302,1745153842664437130,0
116896,-159,-272,-1240,4260,3336,-8377,1745153842664437130,0
117088,-143,-290,-1362,4387,3349,-8435,1745153842664437130,0
117280,-131,-316,-1484,4544,3318,-8422,1745153842664437130,0
117472,-125,-351,-1613,4707,3308,-8384,1745153842664437130,0
117664,-125,-386,-1743,4838,3362,-8345,1745153842664437130,0
117856,-122,-413,-1867,4939,3526,-8288,1745153842664437130,0
118048,-112,-452,-1992,5043,3732,-8249,1745153842664437130,0
118240,-92,-497,-2118,5161,3895,-8182,1745153842728536024,0
118432,-66,-544,-2239,5222,4046,-8118,1745153842728536024,0
118624,-27,-588,-2356,5313,4168,-7966,1745153842728536024,0
118816,17,-640,-2465,5356,4266,-7955,1745153842728536024,0
119008,68,-690,-2577,5411,4391,-7850,1745153842728536024,0
119200,130,-739,-2691,5452,4454,-7722,1745153842728536024,0
119392,209,-798,-2826,5439,4504,-7601,1745153842728536024,0
119584,305,-884,-2980,5478,4573,-7591,1745153842728536024,0
119776,391,-949,-3100,5459,4801,-7936,1745153842728536024,0
119968,445,-945,-3128,5501,4715,-7934,1745153842728536024,0
120160,498,-937,-3141,5543,4388,-7776,1745153842728536024,0
120352,548,-965,-3186,5580,4134,-7764,1745153842728536024,0
120544,591,-1006,-3241,5594,3868,-7722,1745153842779177748,0
120736,625,-1046,-3295,5574,3624,-7671,1745153842779177748,0
120928,651,-1087,-3349,5505,3376,-7609,1745153842779177748,0
121120,662,-1124,-3407,5359,3167,-7631,1745153842779177748,0
121312,661,-1155,-3465,5179,3007,-7637,1745153842779177748,0
121504,650,-1178,-3523,4973,2857,-7601,1745153842779177748,0
121696,638,-1192,-3573,4739,2752,-7601,1745153842779177748,0
121888,626,-1195,-3615,4512,2654,-7647,1745153842779177748,0
122080,615,-1191,-3654,4345,2548,-7628,1745153842779177748,0
122272,597,-1187,-3691,4238,2385,-7646,1745153842779177748,0
122464,573,-1183,-3729,4163,2192,-7573,1745153842779177748,0
122656,542,-1178,-3760,4132,1968,-7509,1745153842779177748,0
122848,506,-1179,-3787,4127,1747,-7479,1745153842908549379,0
123040,467,-1184,-3808,4106,1566,-7406,1745153842908549379,0
123232,423,-1190,-3826,4019,1454,-7321,1745153842908549379,0
123424,388,-1198,-3843,3893,1399,-7289,1745153842908549379,0
123616,366,-1202,-3857,3715,1401,-7340,1745153842908549379,0
123808,360,-1198,-3869,3491,1451,-7412,1745153842908549379,0
124000,368,-1191,-3875,3311,1452,-7421,1745153842908549379,0
124192,386,-1182,-3877,3165,1369,-7365,1745153842908549379,0
124384,409,-1174,-3878,3050,1145,-7292,1745153842908549379,0
124576,432,-1165,-3872,2905,837,-7277,1745153842908549379,0
124768,452,-1155,-3856,2745,562,-7405,1745153842908549379,0
124960,468,-1140,-3833,2583,382,-7585,1745153842908549379,0
125152,475,-1113,-3808,2436,284,-7685,1745153842917142061,0
125344,468,-1081,-3787,2300,221,-7664,1745153842917142061,0
125536,452,-1048,-3766,2221,96,-7532,1745153842917142061,0
125728,440,-1015,-3740,2155,-101,-7420,1745153842917142061,0
125920,437,-983,-3711,2068,-280,-7394,1745153842917142061,0
126112,442,-958,-3676,2017,-393,-7375,1745153842917142061,0
126304,441,-936,-3637,1977,-498,-7255,1745153842917142061,0
126496,421,-912,-3603,1981,-622,-7012,1745153842917142061,0
126688,384,-885,-3570,1987,-787,-6785,1745153842917142061,0
126880,339,-856,-3533,2003,-941,-6653,1745153842917142061,0
127072,292,-828,-3498,1958,-1071,-6639,1745153842917142061,0
127264,250,-808,-3476,1894,-1091,-6737,1745153842917142061,0
127456,215,-790,-3461,1811,-981,-6898,1745153842961364678,0
127648,189,-759,-3445,1763,-838,-7096,1745153842961364678,0
127840,176,-714,-3424,1768,-703,-7213,1745153842961364678,0
128032,180,-694,-3397,1842,-722,-7225,1745153842961364678,0
128224,195,-696,-3367,1926,-917,-7068,1745153842961364678,0
128416,219,-683,-3329,2007,-1226,-7024,1745153842961364678,0
128608,238,-699,-3288,1983,-1555,-7098,1745153842961364678,0
128800,246,-710,-3250,1875,-1809,-7200,1745153842961364678,0
128992,234,-714,-3215,1695,-1973,-7183,1745153842961364678,0
129184,198,-701,-3177,1493,-2056,-7075,1745153842961364678,0
129376,143,-675,-3132,1346,-2169,-6932,1745153842961364678,0
129568,92,-657,-3097,1166,-2205,-6877,1745153842961364678,0
129760,57,-633,-3063,983,-1988,-7129,1745153843020599970,0
129952,37,-589,-3012,857,-1708,-7223,1745153843020599970,0
130144,21,-534,-2966,886,-1412,-7214,1745153843020599970,0
130336,10,-474,-2928,1030,-1268,-7159,1745153843020599970,0
130528,19,-456,-2889,1168,-1259,-7113,1745153843020599970,0
