timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
144736,-216,-24,22,10,1694,-7333,1745147437991885429
144928,-331,-46,7,212,843,-8687,1745147437991885429
145120,-241,-23,-14,-66,1308,-7867,1745147437991885429
145312,-260,-12,-3,-157,1514,-8036,1745147437991885429
145504,-250,14,-7,-13,1715,-8158,1745147437991885429
145696,-232,20,-15,144,1964,-8074,1745147437991885429
145888,-221,15,-14,310,2063,-8059,1745147437991885429
146080,-191,14,-12,276,2101,-8030,1745147437991885429
146272,-171,17,-9,201,2049,-8029,1745147437991885429
146464,-161,20,-8,148,2092,-7987,1745147437991885429
146656,-133,25,-4,168,2201,-7943,1745147437991885429
146848,-106,26,3,216,2227,-7986,1745147437991885429
146848,-106,26,3,216,2227,-7986,1745147438048507047
147232,-62,53,0,24,1918,-8234,1745147438048507047
147424,-51,72,-6,56,1932,-8318,1745147438048507047
147616,-18,86,-8,215,2230,-8438,1745147438048507047
147808,39,90,-4,492,2591,-8520,1745147438048507047
148000,118,74,-3,732,2854,-8563,1745147438048507047
148192,213,44,-6,986,2740,-7531,1745147438048507047
148384,274,11,-29,370,3311,-10061,1745147438048507047
148576,536,42,15,1015,3258,-7289,1745147438048507047
148768,634,-27,-116,1992,1861,-9844,1745147438048507047
148960,603,247,-268,281,3281,-7753,1745147438048507047
149152,399,124,-52,293,166,-6260,1745147438048507047
149344,398,-82,-34,5,-797,-7477,1745147438108583165
149536,207,-7,-15,-347,-748,-7669,1745147438108583165
149728,15,36,19,-549,-257,-7501,1745147438108583165
149920,-113,107,32,-359,470,-7869,1745147438108583165
150112,-170,106,26,-98,1249,-7873,1745147438108583165
150304,-162,105,8,190,1852,-7908,1745147438108583165
150496,-114,83,-11,389,2140,-7868,1745147438108583165
150688,-52,49,-25,462,2240,-7834,1745147438108583165
150880,-1,28,-31,390,2098,-7837,1745147438108583165
151072,34,13,-31,266,1908,-7841,1745147438108583165
151264,49,6,-28,189,1664,-7839,1745147438108583165
151456,69,9,-21,290,1404,-7829,1745147438108583165
151648,81,13,-18,314,1349,-8001,1745147438165690664
151840,48,19,-17,229,1414,-7978,1745147438165690664
152032,11,18,-15,180,1521,-7992,1745147438165690664
152224,-9,18,-13,172,1658,-7991,1745147438165690664
152416,-19,20,-15,216,1750,-7967,1745147438165690664
152608,-25,19,-17,281,1821,-7934,1745147438165690664
152800,-27,13,-17,306,1880,-7906,1745147438165690664
152992,-25,7,-16,305,1877,-7904,1745147438165690664
153184,-22,1,-15,290,1855,-7905,1745147438165690664
153376,-20,-7,-17,266,1805,-7902,1745147438165690664
153568,-23,-13,-20,250,1752,-7867,1745147438165690664
153760,-30,-18,-22,264,1727,-7858,1745147438165690664
153952,-42,-22,-22,256,1666,-7817,1745147438225705116
154144,-55,-25,-21,264,1664,-7828,1745147438225705116
154336,-64,-29,-25,242,1619,-7810,1745147438225705116
154528,-68,-34,-29,242,1613,-7821,1745147438225705116
154720,-69,-38,-34,249,1608,-7850,1745147438225705116
154912,-70,-42,-38,200,1583,-7828,1745147438225705116
155104,-67,-47,-39,198,1529,-7839,1745147438225705116
155296,-64,-51,-41,187,1532,-7865,1745147438225705116
155488,-65,-54,-42,145,1519,-7884,1745147438225705116
155680,-65,-57,-43,109,1510,-7885,1745147438225705116
155872,-64,-58,-43,88,1538,-7901,1745147438225705116
156064,-65,-59,-44,94,1572,-7882,1745147438225705116
156256,-67,-61,-45,97,1604,-7852,1745147438283588598
156448,-68,-62,-45,91,1625,-7803,1745147438283588598
156640,-73,-63,-46,99,1678,-7789,1745147438283588598
156832,-79,-65,-46,108,1715,-7777,1745147438283588598
157024,-87,-68,-46,95,1778,-7766,1745147438283588598
157216,-97,-71,-47,65,1840,-7785,1745147438283588598
157408,-103,-74,-50,68,1882,-7810,1745147438283588598
157600,-103,-79,-55,63,1914,-7842,1745147438283588598
157792,-100,-82,-57,66,1902,-7856,1745147438283588598
157984,-94,-84,-58,78,1851,-7851,1745147438283588598
158176,-88,-87,-57,71,1805,-7840,1745147438283588598
158368,-83,-89,-58,71,1741,-7808,1745147438283588598
158560,-81,-90,-58,59,1687,-7822,1745147438342389988
158752,-83,-89,-59,46,1665,-7850,1745147438342389988
158944,-85,-87,-60,42,1669,-7867,1745147438342389988
159136,-86,-83,-63,54,1652,-7890,1745147438342389988
159328,-88,-80,-65,61,1685,-7900,1745147438342389988
159520,-89,-74,-65,50,1720,-7908,1745147438342389988
159712,-88,-70,-66,86,1771,-7942,1745147438342389988
159904,-87,-68,-68,106,1785,-8008,1745147438342389988
160096,-84,-68,-71,103,1838,-8089,1745147438342389988
160288,-80,-65,-74,92,1858,-8131,1745147438342389988
160480,-76,-62,-74,84,1845,-8118,1745147438342389988
160672,-72,-60,-74,125,1785,-8090,1745147438342389988
160864,-71,-55,-72,161,1736,-8040,1745147438399570507
161056,-73,-51,-68,195,1709,-8002,1745147438399570507
161248,-79,-47,-64,196,1707,-8015,1745147438399570507
161440,-84,-43,-63,204,1721,-8022,1745147438399570507
161632,-89,-40,-63,178,1752,-8019,1745147438399570507
161824,-92,-38,-63,193,1793,-8000,1745147438399570507
162016,-95,-35,-63,183,1840,-7989,1745147438399570507
162208,-100,-34,-63,169,1880,-7989,1745147438399570507
162400,-104,-33,-61,141,1935,-8008,1745147438399570507
162592,-105,-30,-61,113,1994,-8035,1745147438399570507
162784,-105,-28,-66,65,2033,-8044,1745147438399570507
162976,-103,-24,-70,89,2059,-8018,1745147438399570507
163168,-103,-20,-73,107,2029,-7996,1745147438457423677
163360,-106,-15,-71,153,1995,-8016,1745147438457423677
163552,-110,-14,-68,153,1976,-8027,1745147438457423677
163744,-113,-12,-67,149,1948,-8050,1745147438457423677
163936,-117,-9,-67,127,1909,-8067,1745147438457423677
164128,-120,-6,-67,148,1868,-8066,1745147438457423677
164320,-123,-2,-66,155,1836,-8035,1745147438457423677
164512,-127,0,-65,168,1774,-8025,1745147438457423677
164704,-130,2,-61,179,1751,-8039,1745147438457423677
164896,-134,2,-56,157,1725,-8053,1745147438457423677
165088,-135,4,-52,124,1753,-8032,1745147438457423677
165280,-135,7,-49,86,1779,-7988,1745147438457423677
165472,-136,11,-49,79,1793,-7916,1745147438517735782
165664,-138,16,-49,68,1814,-7886,1745147438517735782
165856,-138,21,-47,76,1854,-7885,1745147438517735782
166048,-140,24,-47,70,1891,-7862,1745147438517735782
166240,-139,27,-47,54,1928,-7908,1745147438517735782
166432,-139,29,-44,36,1976,-7989,1745147438517735782
166624,-127,30,-41,-6,2038,-7964,1745147438517735782
166816,-114,35,-42,-19,2080,-7971,1745147438517735782
167008,-104,38,-45,-4,2083,-7939,1745147438517735782
167200,-97,41,-46,28,2077,-7929,1745147438517735782
167392,-93,44,-44,38,2061,-7932,1745147438517735782
167584,-89,46,-41,33,2076,-7899,1745147438517735782
167776,-84,45,-39,19,2094,-7863,1745147438576325559
167968,-79,46,-37,33,2093,-7823,1745147438576325559
168160,-74,47,-35,44,2049,-7816,1745147438576325559
168352,-70,49,-31,78,2021,-7812,1745147438576325559
