timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
245345,-50,-109,255,1884,4077,-6632,1745187642423490352
245537,-22,-73,264,1526,3204,-7239,1745187642423490352
245729,33,-108,194,1600,3464,-7017,1745187642423490352
245921,83,-83,157,1636,2959,-7244,1745187642423490352
246113,80,-40,127,1763,2474,-7329,1745187642423490352
246305,84,-39,115,1966,2134,-7443,1745187642423490352
246497,67,-16,124,1952,2153,-7596,1745187642423490352
246689,56,20,134,1915,2295,-7774,1745187642423490352
246881,47,42,117,1957,2419,-7908,1745187642423490352
247073,25,67,87,2043,2425,-7944,1745187642423490352
247265,15,84,64,2090,2382,-7914,1745187642423490352
247457,10,91,54,2167,2251,-7868,1745187642423490352
247649,1,83,51,2298,2261,-7742,1745187642479944419
247841,2,63,63,2289,2633,-7508,1745187642479944419
248033,5,39,85,2309,3006,-7298,1745187642479944419
248225,-1,20,93,2345,3109,-7160,1745187642479944419
248417,-17,8,80,2233,3090,-7032,1745187642479944419
248609,-36,10,63,2192,3054,-7044,1745187642479944419
248801,-51,18,41,2239,2980,-7157,1745187642479944419
248993,-68,16,16,2306,2736,-7265,1745187642479944419
249185,-86,13,-3,2358,2601,-7474,1745187642479944419
249377,-97,12,-13,2434,2661,-7718,1745187642479944419
249569,-103,4,-17,2490,2686,-7915,1745187642479944419
249761,-108,-15,-17,2547,2618,-8097,1745187642479944419
249953,-96,-47,33,2335,2510,-8213,1745187642540667458
250145,-57,-70,165,2354,3126,-8312,1745187642540667458
250337,-14,-78,248,2437,3923,-8364,1745187642540667458
250529,69,-72,219,2533,4389,-8278,1745187642540667458
250721,188,-46,108,2509,4481,-8136,1745187642540667458
250913,237,-24,-32,2653,2937,-8412,1745187642540667458
251105,288,-25,-204,3100,4665,-7716,1745187642540667458
251297,619,-20,-336,2960,5584,-7917,1745187642540667458
251489,765,-39,-417,2453,5072,-7868,1745187642540667458
251681,874,-127,-401,2093,3604,-7621,1745187642540667458
251873,790,-174,-346,2743,-2153,-7678,1745187642540667458
252065,-81,-361,-412,2916,-7737,-6778,1745187642540667458
252257,-662,-417,-389,1647,-5418,-6833,1745187642600001395
252449,-1175,-436,-170,1010,-1420,-7817,1745187642600001395
252641,-1917,-388,-21,1320,1561,-8698,1745187642600001395
252833,-2210,-400,-78,929,4027,-5641,1745187642600001395
253025,-1478,-615,-288,809,5945,-5710,1745187642600001395
253217,-936,-403,-308,972,7888,-6216,1745187642600001395
253409,-468,-271,-344,1243,7801,-5987,1745187642600001395
253601,-17,-125,-400,1213,6446,-6182,1745187642600001395
253793,303,-21,-384,1354,4636,-6565,1745187642600001395
253985,477,6,-354,1658,3158,-6385,1745187642600001395
254177,523,93,-379,1942,2781,-6133,1745187642600001395
254369,464,143,-427,1363,907,-7167,1745187642600001395
254561,293,80,-295,1729,1525,-7323,1745187642655281880
254753,102,-64,-303,1664,1617,-7213,1745187642655281880
254945,-33,-134,-301,1540,1948,-7000,1745187642655281880
255137,-98,-152,-297,1407,2447,-7031,1745187642655281880
255329,-123,-153,-301,1279,2918,-7079,1745187642655281880
255521,-107,-153,-311,1207,3213,-7140,1745187642655281880
255713,-61,-142,-314,1194,3328,-7133,1745187642655281880
255905,-7,-127,-308,1200,3240,-7138,1745187642655281880
256097,44,-115,-302,1199,3040,-7110,1745187642655281880
256289,72,-106,-305,1268,2998,-7114,1745187642655281880
256481,78,-107,-321,1323,2929,-7118,1745187642655281880
256673,65,-110,-326,1385,2914,-7107,1745187642655281880
256865,35,-114,-320,1442,2891,-7030,1745187642716696007
257057,-20,-120,-314,1492,2833,-7022,1745187642716696007
257249,-78,-132,-309,1499,2852,-7006,1745187642716696007
257441,-118,-143,-302,1435,3006,-6987,1745187642716696007
257633,-136,-148,-290,1380,3185,-7002,1745187642716696007
257825,-133,-146,-285,1332,3374,-7077,1745187642716696007
258017,-117,-139,-289,1312,3517,-7109,1745187642716696007
258209,-98,-133,-294,1332,3525,-7157,1745187642716696007
258401,-83,-128,-293,1359,3465,-7237,1745187642716696007
258593,-73,-124,-283,1425,3428,-7314,1745187642716696007
258785,-69,-121,-272,1476,3429,-7395,1745187642716696007
258977,-69,-122,-268,1528,3433,-7479,1745187642716696007
259169,-70,-126,-270,1546,3451,-7531,1745187642771919929
259361,-78,-127,-271,1565,3371,-7484,1745187642771919929
259553,-99,-128,-269,1573,3184,-7445,1745187642771919929
259745,-121,-135,-262,1553,3023,-7423,1745187642771919929
259937,-134,-143,-252,1479,2932,-7408,1745187642771919929
260129,-144,-150,-241,1362,2965,-7431,1745187642771919929
260321,-159,-150,-236,1249,3061,-7400,1745187642771919929
260513,-175,-143,-238,1166,3145,-7397,1745187642771919929
