timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
103648,-120,-273,-10,2461,690,-7437,1745152120531412568
103840,-233,-142,-28,2623,483,-8115,1745152120531412568
104032,-199,-91,-54,2621,832,-7722,1745152120531412568
104224,-213,-63,-87,2633,1075,-7672,1745152120531412568
104416,-168,-37,-126,2754,1321,-7503,1745152120531412568
104608,-90,-60,-136,3052,1492,-7448,1745152120531412568
104800,-31,-118,-113,3359,1606,-7397,1745152120531412568
104992,41,-175,-80,3516,1619,-7394,1745152120531412568
105184,95,-249,-63,3489,1431,-7510,1745152120531412568
105376,118,-316,-62,3531,1016,-7699,1745152120531412568
105568,117,-393,-69,3608,536,-7788,1745152120531412568
105760,84,-471,-76,3543,88,-7832,1745152120531412568
105952,39,-517,-86,3281,-188,-7893,1745152120588650743
106144,-15,-546,-94,2914,-317,-7872,1745152120588650743
106336,-66,-553,-94,2570,-146,-7874,1745152120588650743
106528,-108,-549,-86,2325,46,-7857,1745152120588650743
106720,-159,-513,-71,2173,393,-7784,1745152120588650743
106912,-194,-455,-64,2181,746,-7560,1745152120588650743
107104,-201,-387,-76,2212,1153,-7584,1745152120588650743
107296,-194,-321,-87,2114,1300,-7767,1745152120588650743
107488,-182,-253,-93,1985,1219,-7842,1745152120588650743
107680,-160,-182,-88,1832,1189,-7886,1745152120588650743
107872,-125,-96,-80,1784,1226,-7900,1745152120588650743
108064,-74,-5,-78,1765,1274,-7941,1745152120588650743
108256,-21,72,-77,1751,1288,-7963,1745152120639768245
108448,29,159,-75,1758,1309,-8037,1745152120639768245
108640,76,242,-67,1720,1308,-7991,1745152120639768245
108832,119,317,-45,1693,1312,-7782,1745152120639768245
109024,101,366,-25,2180,502,-8804,1745152120639768245
109216,-67,430,-9,2218,2128,-6447,1745152120639768245
109408,176,479,36,1684,1552,-7407,1745152120639768245
109600,97,584,47,1192,1118,-7660,1745152120639768245
109792,60,791,56,-47,235,-6271,1745152120639768245
109984,238,978,80,-1084,433,-6349,1745152120639768245
110176,329,1215,145,-689,1124,-6849,1745152120639768245
