timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
54688,-198,-236,1,745,1408,-8526,1745154327399868863
54880,-163,-242,19,570,-370,-7694,1745154327399868863
55072,-129,-329,20,742,377,-8228,1745154327399868863
55264,-43,-341,30,405,607,-8089,1745154327399868863
55456,-13,-330,52,426,592,-8176,1745154327399868863
55648,1,-316,62,324,482,-8154,1745154327399868863
55840,26,-293,61,246,513,-8091,1745154327399868863
56032,24,-288,63,126,363,-8048,1745154327399868863
56224,16,-261,66,52,205,-8033,1745154327399868863
56416,23,-234,64,85,108,-8036,1745154327399868863
56608,18,-224,62,100,83,-8078,1745154327399868863
56800,18,-193,58,154,72,-8127,1745154327399868863
56992,22,-177,53,179,159,-8152,1745154327453191813
57184,24,-163,49,240,210,-8186,1745154327453191813
57376,30,-147,43,270,151,-8204,1745154327453191813
57568,26,-137,34,227,61,-8223,1745154327453191813
57760,15,-120,28,147,-25,-8263,1745154327453191813
57952,6,-98,25,81,-54,-8317,1745154327453191813
58144,-4,-77,21,54,-48,-8349,1745154327453191813
58336,-15,-53,18,65,-5,-8390,1745154327453191813
58528,-27,-32,15,85,49,-8427,1745154327453191813
58720,-40,-6,7,27,130,-8457,1745154327453191813
58912,-47,33,0,-46,280,-8532,1745154327453191813
59104,-35,73,-1,-33,493,-8658,1745154327453191813
59296,-17,101,2,123,527,-8760,1745154327526384686
59488,-6,111,3,321,487,-8798,1745154327526384686
59680,9,116,2,459,635,-8818,1745154327526384686
59872,42,114,5,559,756,-8531,1745154327526384686
60064,-37,127,-4,486,-533,-9971,1745154327526384686
60256,76,71,19,1479,1769,-8011,1745154327526384686
60448,182,-41,27,1251,1089,-8491,1745154327526384686
60640,165,-54,-11,1565,937,-9104,1745154327526384686
60832,248,-161,-68,1599,1107,-8217,1745154327526384686
61024,323,-212,-113,1568,1075,-8274,1745154327526384686
61216,489,-236,-158,1046,700,-8125,1745154327526384686
61408,445,-217,-230,-121,-333,-7785,1745154327526384686
61600,360,-103,-306,-608,-1082,-7981,1745154327570545897
61792,311,-89,-338,-700,-1573,-8223,1745154327570545897
61984,235,-48,-296,-697,-2064,-8043,1745154327570545897
62176,148,-12,-198,-609,-2533,-8375,1745154327570545897
62368,23,26,-122,-327,-2695,-8704,1745154327570545897
62560,-128,96,-82,-11,-2661,-8597,1745154327570545897
62752,-283,179,-78,350,-2487,-8463,1745154327570545897
62944,-442,241,-109,703,-2226,-8322,1745154327570545897
63136,-584,260,-179,1020,-1985,-8085,1745154327570545897
63328,-703,219,-286,1288,-1564,-8396,1745154327570545897
63520,-798,169,-350,1574,-1191,-8831,1745154327570545897
63712,-853,123,-406,1795,-795,-9106,1745154327570545897
63904,-889,61,-456,1951,-462,-9396,1745154327632133251
64096,-910,6,-482,1994,-229,-9584,1745154327632133251
64288,-907,-49,-484,1999,-133,-9659,1745154327632133251
64480,-862,-94,-489,2016,-16,-9833,1745154327632133251
64672,-792,-118,-512,1996,139,-9221,1745154327632133251
64864,-737,-141,-549,1945,219,-8981,1745154327632133251
65056,-713,-177,-583,1847,175,-9041,1745154327632133251
65248,-681,-211,-589,1736,159,-9577,1745154327632133251
65440,-660,-235,-546,1603,72,-9614,1745154327632133251
65632,-686,-269,-458,1567,-317,-9451,1745154327632133251
65824,-712,-323,-380,1583,-794,-9571,1745154327632133251
66016,-664,-365,-362,1553,-1065,-10123,1745154327632133251
66208,-596,-387,-390,1535,-1018,-10872,1745154327686877855
66400,-605,-419,-400,1591,-901,-11277,1745154327686877855
66592,-700,-484,-389,1755,-983,-11159,1745154327686877855
66784,-846,-567,-379,1871,-1481,-10792,1745154327686877855
66976,-1010,-649,-358,1855,-2385,-10703,1745154327686877855
67168,-1157,-735,-308,1918,-3100,-10494,1745154327686877855
67360,-1319,-773,-271,2166,-2887,-11170,1745154327686877855
67552,-1566,-787,-282,2536,-2104,-11665,1745154327686877855
67744,-1783,-851,-360,2738,-981,-12035,1745154327686877855
67936,-1903,-965,-475,2621,44,-11324,1745154327686877855
68128,-1924,-1099,-556,2342,469,-10139,1745154327686877855
68320,-1904,-1203,-554,2058,457,-10252,1745154327686877855
68512,-1896,-1250,-482,1862,469,-10410,1745154327747200794
68704,-1897,-1277,-416,1759,1001,-10672,1745154327747200794
68896,-1870,-1123,-116,2299,2657,-11044,1745154327747200794
69088,-1921,-992,405,3002,3548,-10202,1745154327747200794
69280,-1804,-1214,599,3417,3657,-9702,1745154327747200794
69472,-1414,-1552,449,3318,3402,-9618,1745154327747200794
69664,-1006,-1759,245,2712,2689,-9439,1745154327747200794
69856,-705,-1822,210,1930,1415,-9270,1745154327747200794
70048,-498,-1808,369,1278,-68,-9200,1745154327747200794
70240,-342,-1805,623,825,-1236,-9162,1745154327747200794
70432,-217,-1813,869,455,-1858,-9129,1745154327747200794
70624,-133,-1802,1055,185,-2074,-9145,1745154327747200794
70816,-85,-1759,1178,-41,-2114,-9094,1745154327800607754
71008,-43,-1681,1252,-205,-2142,-8951,1745154327800607754
71200,-3,-1585,1304,-298,-2236,-8790,1745154327800607754
71392,44,-1491,1351,-345,-2379,-8591,1745154327800607754
71584,99,-1405,1404,-347,-2553,-8457,1745154327800607754
71776,157,-1325,1464,-329,-2680,-8338,1745154327800607754
71968,209,-1249,1528,-281,-2775,-8220,1745154327800607754
72160,257,-1169,1589,-228,-2803,-8095,1745154327800607754
72352,303,-1097,1642,-150,-2819,-8013,1745154327800607754
72544,349,-1026,1680,-128,-2769,-7889,1745154327800607754
72736,399,-953,1713,-137,-2664,-7782,1745154327800607754
72928,442,-882,1748,-181,-2540,-7608,1745154327800607754
73120,491,-818,1790,-271,-2411,-7450,1745154327867252718
73312,561,-748,1844,-322,-2234,-7291,1745154327867252718
73504,658,-672,1910,-369,-2009,-7077,1745154327867252718
73696,781,-596,1985,-384,-1689,-6917,1745154327867252718
73888,917,-521,2070,-346,-1356,-6848,1745154327867252718
74080,1065,-451,2167,-297,-962,-6828,1745154327867252718
74272,1230,-408,2268,-233,-608,-6742,1745154327867252718
74464,1425,-347,2358,-182,-341,-6664,1745154327867252718
74656,1630,-284,2430,-133,-151,-6569,1745154327867252718
74848,1836,-222,2488,-102,-73,-6449,1745154327867252718
75040,2031,-146,2547,-42,-105,-6291,1745154327867252718
75232,2200,-77,2611,-15,-239,-6165,1745154327867252718
75424,2334,-5,2680,59,-411,-6113,1745154327928474086
75616,2432,66,2749,110,-575,-6091,1745154327928474086
75808,2497,135,2821,165,-744,-6110,1745154327928474086
76000,2525,213,2888,202,-839,-6197,1745154327928474086
76192,2511,287,2949,269,-876,-6309,1745154327928474086
76384,2461,368,3002,344,-863,-6488,1745154327928474086
76576,2377,450,3043,457,-736,-6663,1745154327928474086
76768,2272,533,3075,589,-587,-6830,1745154327928474086
76960,2171,628,3096,750,-392,-6924,1745154327928474086
77152,2072,715,3119,915,-196,-7103,1745154327928474086
77344,1942,767,3150,1106,-104,-7254,1745154327928474086
77536,1819,806,3185,1310,-29,-7355,1745154327928474086
77728,1725,845,3232,1444,-67,-7465,1745154327980481580
77920,1660,881,3288,1587,-112,-7589,1745154327980481580
78112,1620,900,3346,1728,-174,-7703,1745154327980481580
78304,1599,899,3388,1839,-202,-7747,1745154327980481580
78496,1596,898,3407,1909,-195,-7734,1745154327980481580
78688,1602,905,3397,1973,-110,-7780,1745154327980481580
78880,1608,918,3362,1982,21,-7898,1745154327980481580
79072,1612,939,3313,1998,213,-8039,1745154327980481580
79264,1617,968,3265,2028,486,-8121,1745154327980481580
79456,1622,995,3234,2092,758,-8145,1745154327980481580
79648,1625,1001,3218,2260,986,-8175,1745154327980481580
79840,1634,1011,3212,2389,1163,-8286,1745154327980481580
80032,1639,1019,3206,2502,1242,-8344,1745154328037032000
80224,1646,1006,3201,2605,1245,-8336,1745154328037032000
80416,1662,980,3216,2749,1262,-8264,1745154328037032000
80608,1681,944,3252,2839,1142,-8190,1745154328037032000
80800,1685,925,3281,2877,971,-8084,1745154328037032000
80992,1666,876,3297,2932,775,-7967,1745154328037032000
81184,1622,875,3297,2879,483,-7964,1745154328037032000
81376,1555,857,3284,2759,230,-7948,1745154328037032000
81568,1469,831,3259,2663,55,-7846,1745154328037032000
81760,1378,822,3234,2510,-84,-7842,1745154328037032000
81952,1284,832,3215,2412,-167,-7850,1745154328037032000
82144,1193,844,3190,2375,-218,-7844,1745154328037032000
82336,1107,866,3152,2374,-189,-7803,1745154328097699311
82528,1026,886,3112,2422,-152,-7762,1745154328097699311
82720,953,908,3075,2481,-89,-7720,1745154328097699311
82912,881,933,3041,2560,-20,-7710,1745154328097699311
83104,805,952,3007,2696,74,-7676,1745154328097699311
83296,728,968,2974,2825,150,-7652,1745154328097699311
83488,655,979,2950,2949,217,-7693,1745154328097699311
83680,589,984,2929,3071,408,-7735,1745154328097699311
83872,538,986,2910,3153,573,-7765,1745154328097699311
84064,505,979,2884,3276,788,-7806,1745154328097699311
84256,492,970,2848,3343,963,-7916,1745154328097699311
84448,492,953,2800,3396,1087,-8020,1745154328097699311
84640,501,926,2748,3436,1182,-8064,1745154328157489442
84832,514,904,2705,3392,1185,-8120,1745154328157489442
85024,525,879,2669,3343,1090,-8201,1745154328157489442
85216,527,851,2627,3254,952,-8280,1745154328157489442
85408,517,829,2573,3144,832,-8367,1745154328157489442
85600,495,814,2508,3002,710,-8461,1745154328157489442
85792,463,814,2440,2869,563,-8583,1745154328157489442
85984,426,822,2380,2749,585,-8651,1745154328157489442
86176,388,832,2330,2707,610,-8757,1745154328157489442
86368,355,839,2291,2696,701,-8851,1745154328157489442
86560,329,832,2258,2744,789,-9006,1745154328157489442
86752,311,819,2215,2799,819,-9191,1745154328157489442
86944,290,801,2152,2835,770,-9346,1745154328279144060
87136,257,780,2069,2850,623,-9514,1745154328279144060
87328,205,752,1984,2856,394,-9604,1745154328279144060
87520,137,721,1912,2870,133,-9587,1745154328279144060
87712,46,686,1858,2892,-163,-9555,1745154328279144060
87904,-68,647,1811,2878,-396,-9433,1745154328279144060
88096,-196,603,1770,2842,-569,-9255,1745154328279144060
88288,-330,562,1724,2826,-606,-9160,1745154328279144060
88480,-456,514,1671,2749,-399,-8955,1745154328279144060
88672,-572,447,1625,2671,1,-8677,1745154328279144060
88864,-656,425,1580,2621,480,-8482,1745154328279144060
89056,-708,378,1533,2586,968,-8378,1745154328279144060
89248,-731,302,1477,2568,1428,-8184,1745154328288315486
89440,-723,255,1419,2528,1768,-8122,1745154328288315486
89632,-691,201,1360,2450,1995,-8086,1745154328288315486
89824,-640,152,1302,2352,2104,-8059,1745154328288315486
90016,-580,102,1252,2247,2140,-8064,1745154328288315486
90208,-521,49,1208,2116,2121,-8055,1745154328288315486
90400,-465,-2,1177,2005,2044,-8046,1745154328288315486
90592,-414,-49,1152,1866,1911,-8025,1745154328288315486
90784,-371,-86,1122,1734,1778,-8058,1745154328288315486
90976,-338,-116,1081,1559,1631,-8094,1745154328288315486
91168,-316,-141,1030,1394,1467,-8104,1745154328288315486
91360,-303,-163,977,1206,1270,-8127,1745154328288315486
91744,-319,-175,872,882,851,-8007,1745154328339506685
91936,-345,-170,827,742,653,-7923,1745154328339506685
92128,-380,-160,793,624,503,-7820,1745154328339506685
92320,-420,-144,767,507,412,-7728,1745154328339506685
92512,-464,-124,745,416,363,-7691,1745154328339506685
92704,-514,-101,714,382,372,-7688,1745154328339506685
92896,-567,-75,674,376,408,-7703,1745154328339506685
93088,-611,-53,634,408,487,-7665,1745154328339506685
93280,-638,-32,599,442,585,-7666,1745154328339506685
93472,-654,-17,568,537,721,-7684,1745154328339506685
93664,-659,-11,534,621,861,-7692,1745154328339506685
93856,-653,-11,498,717,981,-7691,1745154328339506685
94048,-632,-17,464,776,1115,-7690,1745154328392710210
94240,-598,-27,435,810,1197,-7696,1745154328392710210
94432,-556,-42,410,812,1299,-7724,1745154328392710210
94624,-508,-61,384,781,1318,-7761,1745154328392710210
94816,-460,-79,359,738,1299,-7788,1745154328392710210
95008,-412,-100,335,640,1220,-7807,1745154328392710210
95200,-369,-115,311,542,1098,-7851,1745154328392710210
95392,-330,-130,285,428,970,-7876,1745154328392710210
95584,-296,-139,258,284,836,-7833,1745154328392710210
95776,-267,-143,233,155,768,-7781,1745154328392710210
95968,-241,-140,215,27,703,-7733,1745154328392710210
96160,-221,-136,203,-64,680,-7737,1745154328392710210
96352,-204,-133,187,-160,657,-7730,1745154328457368525
96544,-189,-128,163,-227,630,-7689,1745154328457368525
96736,-175,-121,133,-290,553,-7652,1745154328457368525
96928,-162,-107,101,-333,479,-7655,1745154328457368525
97120,-152,-90,74,-348,390,-7663,1745154328457368525
97312,-152,-74,56,-324,294,-7695,1745154328457368525
97504,-160,-58,47,-291,210,-7793,1745154328457368525
97696,-174,-43,40,-235,156,-7825,1745154328457368525
97888,-189,-31,33,-158,132,-7820,1745154328457368525
98080,-196,-20,26,-103,132,-7810,1745154328457368525
98272,-201,-9,15,-27,160,-7821,1745154328457368525
98464,-205,-4,2,53,231,-7814,1745154328457368525
98656,-208,-5,-5,128,299,-7807,1745154328509574246
98848,-206,-15,-9,189,353,-7820,1745154328509574246
99040,-199,-27,-16,209,391,-7801,1745154328509574246
99232,-185,-36,-30,187,421,-7792,1745154328509574246
99424,-163,-44,-47,126,447,-7785,1745154328509574246
99616,-137,-47,-61,54,435,-7789,1745154328509574246
99808,-104,-49,-68,-12,440,-7770,1745154328509574246
100000,-68,-49,-73,-81,421,-7768,1745154328509574246
100192,-36,-46,-85,-155,361,-7792,1745154328509574246
100384,-9,-42,-106,-226,290,-7827,1745154328509574246
100576,13,-32,-127,-270,196,-7830,1745154328509574246
100768,33,-15,-143,-278,104,-7822,1745154328509574246
100960,51,3,-154,-246,7,-7853,1745154328581959991
101152,63,21,-161,-184,-102,-7867,1745154328581959991
101344,68,35,-168,-88,-166,-7890,1745154328581959991
101536,69,43,-176,-22,-215,-7913,1745154328581959991
101728,66,48,-184,39,-259,-7946,1745154328581959991
101920,57,51,-191,92,-262,-7987,1745154328581959991
102112,49,51,-195,134,-270,-8045,1745154328581959991
102304,50,47,-197,147,-297,-8071,1745154328581959991
102496,54,42,-202,152,-287,-8120,1745154328581959991
102688,62,36,-208,150,-277,-8124,1745154328581959991
102880,70,32,-216,133,-288,-8125,1745154328581959991
103072,81,30,-224,111,-314,-8156,1745154328581959991
103264,93,31,-231,92,-344,-8187,1745154328657648154
103648,123,27,-232,102,-490,-8132,1745154328657648154
103840,135,21,-232,135,-580,-8146,1745154328657648154
104032,140,15,-233,145,-671,-8157,1745154328657648154
104224,140,9,-232,132,-784,-8153,1745154328657648154
104416,136,3,-229,99,-870,-8155,1745154328657648154
104608,127,-4,-226,69,-916,-8149,1745154328657648154
104800,113,-12,-222,4,-956,-8151,1745154328657648154
104992,94,-16,-216,-65,-978,-8169,1745154328657648154
105184,72,-17,-211,-113,-980,-8168,1745154328657648154
105376,53,-14,-205,-132,-965,-8167,1745154328657648154
105568,39,-7,-198,-140,-964,-8193,1745154328657648154
