timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
103458,-141,17,42,948,1679,-7666,1745174075358905583
103650,-144,-38,28,792,756,-8358,1745174075358905583
103842,-8,-24,61,966,1089,-7950,1745174075358905583
104034,2,-73,65,718,1392,-7848,1745174075358905583
104226,-41,-38,58,882,1372,-8056,1745174075358905583
104418,-24,-44,50,973,1344,-8056,1745174075358905583
104610,-34,-46,40,948,1237,-8043,1745174075358905583
104802,-69,-24,27,885,1076,-8076,1745174075358905583
104994,-80,-23,22,836,1025,-8072,1745174075358905583
105186,-106,-16,24,767,1046,-8082,1745174075358905583
105378,-125,2,25,805,1130,-8074,1745174075358905583
105570,-142,0,25,863,1185,-8076,1745174075358905583
105762,-171,3,25,894,1180,-8085,1745174075413670448
105954,-191,16,26,810,1167,-8192,1745174075413670448
106146,-212,28,20,659,1114,-8197,1745174075413670448
106338,-238,50,13,630,1144,-8153,1745174075413670448
106530,-250,66,14,681,1272,-8119,1745174075413670448
106722,-255,74,17,789,1528,-8120,1745174075413670448
106914,-244,85,19,793,1798,-8177,1745174075413670448
107106,-220,105,8,625,1989,-8114,1745174075413670448
107298,-206,132,-19,469,2041,-7989,1745174075413670448
107490,-182,162,-33,477,2003,-7957,1745174075413670448
107682,-106,143,-33,45,1546,-8129,1745174075413670448
107874,-11,237,9,1288,2734,-7958,1745174075413670448
108066,-70,132,-7,903,2488,-7412,1745174075474570100
108258,-34,215,5,1375,2353,-8027,1745174075474570100
108450,68,126,-12,1420,2409,-7859,1745174075474570100
108642,136,84,-63,1357,2241,-7599,1745174075474570100
108834,150,93,-127,774,1501,-7368,1745174075474570100
109026,142,176,-145,14,840,-7566,1745174075474570100
109218,138,175,-97,774,587,-8051,1745174075474570100
109410,102,146,-4,1377,596,-7944,1745174075474570100
109602,-1,117,62,1700,746,-7816,1745174075474570100
109794,-54,72,90,1689,1070,-7857,1745174075474570100
109986,-65,22,71,1493,1399,-7835,1745174075474570100
110178,-75,-2,28,1261,1618,-7876,1745174075474570100
110370,-69,-10,-5,1069,1711,-7901,1745174075526322804
110562,-51,-21,-21,983,1735,-7881,1745174075526322804
110754,-40,-22,-23,973,1682,-7872,1745174075526322804
110946,-30,-23,-22,997,1607,-7897,1745174075526322804
111138,-23,-28,-22,1037,1593,-7882,1745174075526322804
111330,-17,-34,-22,1060,1612,-7856,1745174075526322804
111522,-12,-39,-21,1056,1616,-7866,1745174075526322804
111714,-4,-47,-20,1054,1618,-7885,1745174075526322804
111906,3,-53,-19,1015,1616,-7898,1745174075526322804
112098,7,-57,-19,998,1590,-7901,1745174075526322804
112290,11,-59,-16,971,1567,-7905,1745174075526322804
112482,14,-62,-15,977,1542,-7917,1745174075526322804
112674,15,-65,-12,963,1516,-7906,1745174075585655699
112866,13,-67,-11,973,1491,-7931,1745174075585655699
113058,7,-69,-8,965,1476,-7925,1745174075585655699
113250,1,-72,-6,956,1485,-7934,1745174075585655699
113442,-1,-74,-5,951,1492,-7927,1745174075585655699
113634,-5,-75,-5,936,1503,-7933,1745174075585655699
113826,-5,-77,-7,936,1517,-7941,1745174075585655699
114018,-4,-78,-7,899,1519,-7960,1745174075585655699
114210,-3,-76,-7,889,1523,-7967,1745174075585655699
114402,0,-73,-8,874,1514,-7959,1745174075585655699
114594,1,-69,-11,858,1517,-7955,1745174075585655699
114786,2,-65,-11,859,1493,-7953,1745174075585655699
114978,3,-61,-9,865,1489,-7945,1745174075643087883
115170,2,-59,-9,881,1505,-7954,1745174075643087883
115362,1,-59,-9,867,1521,-7964,1745174075643087883
115554,-1,-55,-9,850,1519,-7974,1745174075643087883
115746,-3,-49,-12,818,1506,-7967,1745174075643087883
115938,-4,-44,-15,801,1455,-7967,1745174075643087883
116130,-9,-36,-17,794,1433,-7973,1745174075643087883
116322,-14,-31,-16,812,1414,-7989,1745174075643087883
116514,-22,-26,-13,799,1413,-7968,1745174075643087883
116706,-29,-20,-9,787,1434,-7959,1745174075643087883
116898,-34,-16,-6,811,1475,-7971,1745174075643087883
117090,-39,-10,-3,789,1491,-7973,1745174075643087883
